Model,Metric,Query,Expected Video,Retrieved Rank
MultiQA,euclidean,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,257
MultiQA,euclidean,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,99
MultiQA,euclidean,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,198
MultiQA,euclidean,Learn English with Maleficent movie scene,9GpGky10yOE,71
MultiQA,euclidean,Learn English with Ice Age movie conversation,wppNtDrquVc,132
MultiQA,euclidean,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,215
MultiQA,euclidean,Learn English with Shrek movie expressions,Ejb9b0veUPA,112
MultiQA,euclidean,Learn English with Disney movie conversations,aU58RGC4IKw,80
MultiQA,euclidean,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,206
MultiQA,euclidean,Learn English with Friends TV series conversation,2sgxlayFzko,227
MultiQA,euclidean,Learn English with rap songs pronunciation,8BfL3wzzyoc,88
MultiQA,euclidean,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,3
MultiQA,euclidean,Learn English with Queen song vocabulary,cpp22-kDtp0,35
MultiQA,euclidean,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,6
MultiQA,euclidean,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,204
MultiQA,euclidean,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,10
MultiQA,euclidean,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,254
MultiQA,euclidean,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,277
MultiQA,euclidean,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,75
MultiQA,euclidean,Learn English with Bob Marley song expressions,1fn8R_PNAY0,93
MultiQA,euclidean,Understand fast English without subtitles,wppNtDrquVc,171
MultiQA,euclidean,How to understand movies without subtitles,wppNtDrquVc,19
MultiQA,euclidean,How to learn English with Netflix shows,UqobITwaxjk,121
MultiQA,euclidean,How to improve English listening with TV series,wppNtDrquVc,211
MultiQA,euclidean,How to learn English with movie scenes,jtGO8B6ONz4,268
MultiQA,euclidean,How to understand fast native English speech,wppNtDrquVc,204
MultiQA,euclidean,How to learn English with TV show dialogue,1fn8R_PNAY0,340
MultiQA,euclidean,How to practice English listening with movies,wppNtDrquVc,152
MultiQA,euclidean,How to learn real English expressions from movies,wppNtDrquVc,114
MultiQA,euclidean,How to understand jokes in English TV shows,UUj4dwbCnGE,176
MultiQA,euclidean,Real English expressions used by native speakers,CKTPXv9XCeA,22
MultiQA,euclidean,Common phrases used in American TV series,znO5Jjf4D78,134
MultiQA,euclidean,English slang used in movie dialogues,iuQsu4HOlrA,133
MultiQA,euclidean,Daily English expressions used by natives,wppNtDrquVc,187
MultiQA,euclidean,Natural English pronunciation in movies,1fn8R_PNAY0,268
MultiQA,euclidean,Connected speech examples in movie dialogue,2sgxlayFzko,302
MultiQA,euclidean,Reduced speech in native English conversation,CKTPXv9XCeA,158
MultiQA,euclidean,Shadowing technique with TV series dialogue,JteHl9PQEIU,5
MultiQA,euclidean,English listening practice with TV show scenes,Md41MGtwjfo,342
MultiQA,euclidean,English pronunciation practice with movie dialogue,1fn8R_PNAY0,315
MultiQA,euclidean,Best TV series to learn English fast,wppNtDrquVc,216
MultiQA,euclidean,Best movies to learn English listening,wppNtDrquVc,137
MultiQA,euclidean,How to train your ear with English movies,wppNtDrquVc,166
MultiQA,euclidean,How to improve speaking using TV shows,UUj4dwbCnGE,30
MultiQA,euclidean,How to learn vocabulary from movie scenes,jtGO8B6ONz4,236
MultiQA,euclidean,How to sound like a native English speaker,CKTPXv9XCeA,168
MultiQA,euclidean,English conversation practice with movie clips,1fn8R_PNAY0,338
MultiQA,euclidean,Advanced English listening with TV series,wppNtDrquVc,197
MultiQA,euclidean,Real life English conversation from movies,wppNtDrquVc,128
MultiQA,euclidean,English fluency practice with TV series scenes,jtGO8B6ONz4,308
MultiQA,cityblock,Learn English with The Devil Wears Prada scene,UqobITwaxjk,197
MultiQA,cityblock,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,2
MultiQA,cityblock,Learn English with The Simpsons episode conversation,NDhPifXoBYI,82
MultiQA,cityblock,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,2
MultiQA,cityblock,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,14
MultiQA,cityblock,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,52
MultiQA,cityblock,Learn English with The Lion King movie scene,2sgxlayFzko,47
MultiQA,cityblock,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,133
MultiQA,cityblock,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,236
MultiQA,cityblock,Learn English with Frozen movie scene,uuIZZc_CeFM,164
MultiQA,cityblock,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,230
MultiQA,cityblock,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,85
MultiQA,cityblock,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,175
MultiQA,cityblock,Learn English with Maleficent movie scene,9GpGky10yOE,74
MultiQA,cityblock,Learn English with Ice Age movie conversation,wppNtDrquVc,150
MultiQA,cityblock,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,224
MultiQA,cityblock,Learn English with Shrek movie expressions,Ejb9b0veUPA,83
MultiQA,cityblock,Learn English with Disney movie conversations,aU58RGC4IKw,88
MultiQA,cityblock,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,207
MultiQA,cityblock,Learn English with Friends TV series conversation,2sgxlayFzko,231
MultiQA,cityblock,Learn English with rap songs pronunciation,8BfL3wzzyoc,71
MultiQA,cityblock,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,3
MultiQA,cityblock,Learn English with Queen song vocabulary,cpp22-kDtp0,28
MultiQA,cityblock,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,7
MultiQA,cityblock,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,251
MultiQA,cityblock,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,8
MultiQA,cityblock,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,280
MultiQA,cityblock,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,276
MultiQA,cityblock,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,80
MultiQA,cityblock,Learn English with Bob Marley song expressions,1fn8R_PNAY0,103
MultiQA,cityblock,Understand fast English without subtitles,wppNtDrquVc,162
MultiQA,cityblock,How to understand movies without subtitles,wppNtDrquVc,20
MultiQA,cityblock,How to learn English with Netflix shows,UqobITwaxjk,115
MultiQA,cityblock,How to improve English listening with TV series,wppNtDrquVc,214
MultiQA,cityblock,How to learn English with movie scenes,jtGO8B6ONz4,256
MultiQA,cityblock,How to understand fast native English speech,wppNtDrquVc,234
MultiQA,cityblock,How to learn English with TV show dialogue,1fn8R_PNAY0,340
MultiQA,cityblock,How to practice English listening with movies,wppNtDrquVc,135
MultiQA,cityblock,How to learn real English expressions from movies,wppNtDrquVc,92
MultiQA,cityblock,How to understand jokes in English TV shows,UUj4dwbCnGE,184
MultiQA,cityblock,Real English expressions used by native speakers,CKTPXv9XCeA,26
MultiQA,cityblock,Common phrases used in American TV series,znO5Jjf4D78,91
MultiQA,cityblock,English slang used in movie dialogues,iuQsu4HOlrA,107
MultiQA,cityblock,Daily English expressions used by natives,wppNtDrquVc,205
MultiQA,cityblock,Natural English pronunciation in movies,1fn8R_PNAY0,299
MultiQA,cityblock,Connected speech examples in movie dialogue,2sgxlayFzko,313
MultiQA,cityblock,Reduced speech in native English conversation,CKTPXv9XCeA,171
MultiQA,cityblock,Shadowing technique with TV series dialogue,JteHl9PQEIU,4
MultiQA,cityblock,English listening practice with TV show scenes,Md41MGtwjfo,335
MultiQA,cityblock,English pronunciation practice with movie dialogue,1fn8R_PNAY0,316
MultiQA,cityblock,Best TV series to learn English fast,wppNtDrquVc,217
MultiQA,cityblock,Best movies to learn English listening,wppNtDrquVc,142
MultiQA,cityblock,How to train your ear with English movies,wppNtDrquVc,198
MultiQA,cityblock,How to improve speaking using TV shows,UUj4dwbCnGE,35
MultiQA,cityblock,How to learn vocabulary from movie scenes,jtGO8B6ONz4,238
MultiQA,cityblock,How to sound like a native English speaker,CKTPXv9XCeA,189
MultiQA,cityblock,English conversation practice with movie clips,1fn8R_PNAY0,331
MultiQA,cityblock,Advanced English listening with TV series,wppNtDrquVc,189
MultiQA,cityblock,Real life English conversation from movies,wppNtDrquVc,167
MultiQA,cityblock,English fluency practice with TV series scenes,jtGO8B6ONz4,290
MultiQA,chebyshev,Learn English with The Devil Wears Prada scene,UqobITwaxjk,288
MultiQA,chebyshev,Learn English with SpongeBob SquarePants dialogue,NDhPifXoBYI,5
MultiQA,chebyshev,Learn English with The Simpsons episode conversation,NDhPifXoBYI,13
MultiQA,chebyshev,Learn English with Peaky Blinders speaking style,uW-I9SFuU1A,16
MultiQA,chebyshev,Learn English with Jennifer Aniston interview,5fBrINGT0Dg,39
MultiQA,chebyshev,Learn English with Zootopia movie dialogue,pOWZp3X_1aU,14
MultiQA,chebyshev,Learn English with The Lion King movie scene,2sgxlayFzko,244
MultiQA,chebyshev,Learn English with Pirates of the Caribbean dialogue,QMxTi2D66pY,156
MultiQA,chebyshev,Learn English with Beauty and the Beast conversation,pXCLgLs-ZdQ,135
MultiQA,chebyshev,Learn English with Frozen movie scene,uuIZZc_CeFM,266
MultiQA,chebyshev,Learn English with Toy Story movie dialogue,DB3-s5oJFo8,280
MultiQA,chebyshev,Learn English with Finding Nemo conversation,4JP1nPLVy2Q,107
MultiQA,chebyshev,Learn English with Aladdin movie dialogue,fvVY1XDKhZk,335
MultiQA,chebyshev,Learn English with Maleficent movie scene,9GpGky10yOE,22
MultiQA,chebyshev,Learn English with Ice Age movie conversation,wppNtDrquVc,90
MultiQA,chebyshev,Learn English with Monsters Inc movie dialogue,xIS2JcvekeQ,168
MultiQA,chebyshev,Learn English with Shrek movie expressions,Ejb9b0veUPA,116
MultiQA,chebyshev,Learn English with Disney movie conversations,aU58RGC4IKw,47
MultiQA,chebyshev,Learn English with How I Met Your Mother dialogue,jtGO8B6ONz4,337
MultiQA,chebyshev,Learn English with Friends TV series conversation,2sgxlayFzko,216
MultiQA,chebyshev,Learn English with rap songs pronunciation,8BfL3wzzyoc,207
MultiQA,chebyshev,Learn English with Eminem lyrics pronunciation,HBVX1D1SerE,81
MultiQA,chebyshev,Learn English with Queen song vocabulary,cpp22-kDtp0,71
MultiQA,chebyshev,Learn English with Ariana Grande song dialogue,PsPB_mnGK8s,25
MultiQA,chebyshev,Learn English with Taylor Swift song expressions,WQeLu4i3p7Q,135
MultiQA,chebyshev,Learn English with Billie Eilish song pronunciation,fwrD70WeSzs,4
MultiQA,chebyshev,Learn English with Michael Jackson song lyrics,CKTPXv9XCeA,125
MultiQA,chebyshev,Learn English with Jonas Brothers song dialogue,o_HnKujOOOY,110
MultiQA,chebyshev,Learn English with Lady Gaga song vocabulary,fwrD70WeSzs,223
MultiQA,chebyshev,Learn English with Bob Marley song expressions,1fn8R_PNAY0,65
MultiQA,chebyshev,Understand fast English without subtitles,wppNtDrquVc,142
MultiQA,chebyshev,How to understand movies without subtitles,wppNtDrquVc,25
MultiQA,chebyshev,How to learn English with Netflix shows,UqobITwaxjk,164
MultiQA,chebyshev,How to improve English listening with TV series,wppNtDrquVc,266
MultiQA,chebyshev,How to learn English with movie scenes,jtGO8B6ONz4,338
MultiQA,chebyshev,How to understand fast native English speech,wppNtDrquVc,174
MultiQA,chebyshev,How to learn English with TV show dialogue,1fn8R_PNAY0,216
MultiQA,chebyshev,How to practice English listening with movies,wppNtDrquVc,248
MultiQA,chebyshev,How to learn real English expressions from movies,wppNtDrquVc,256
MultiQA,chebyshev,How to understand jokes in English TV shows,UUj4dwbCnGE,126
MultiQA,chebyshev,Real English expressions used by native speakers,CKTPXv9XCeA,31
MultiQA,chebyshev,Common phrases used in American TV series,znO5Jjf4D78,275
MultiQA,chebyshev,English slang used in movie dialogues,iuQsu4HOlrA,275
MultiQA,chebyshev,Daily English expressions used by natives,wppNtDrquVc,97
MultiQA,chebyshev,Natural English pronunciation in movies,1fn8R_PNAY0,104
MultiQA,chebyshev,Connected speech examples in movie dialogue,2sgxlayFzko,228
MultiQA,chebyshev,Reduced speech in native English conversation,CKTPXv9XCeA,77
MultiQA,chebyshev,Shadowing technique with TV series dialogue,JteHl9PQEIU,15
MultiQA,chebyshev,English listening practice with TV show scenes,Md41MGtwjfo,273
MultiQA,chebyshev,English pronunciation practice with movie dialogue,1fn8R_PNAY0,137
MultiQA,chebyshev,Best TV series to learn English fast,wppNtDrquVc,119
MultiQA,chebyshev,Best movies to learn English listening,wppNtDrquVc,64
MultiQA,chebyshev,How to train your ear with English movies,wppNtDrquVc,274
MultiQA,chebyshev,How to improve speaking using TV shows,UUj4dwbCnGE,5
MultiQA,chebyshev,How to learn vocabulary from movie scenes,jtGO8B6ONz4,244
MultiQA,chebyshev,How to sound like a native English speaker,CKTPXv9XCeA,48
MultiQA,chebyshev,English conversation practice with movie clips,1fn8R_PNAY0,192
MultiQA,chebyshev,Advanced English listening with TV series,wppNtDrquVc,57
MultiQA,chebyshev,Real life English conversation from movies,wppNtDrquVc,92
MultiQA,chebyshev,English fluency practice with TV series scenes,jtGO8B6ONz4,293
