Model,Metric,Query,Rank,Video,Score
MPNet,euclidean,How to practice English listening with movies,5,cj0_XhE_qxE,0.8748
MPNet,euclidean,How to learn real English expressions from movies,1,lhugwz26kUc,0.7911
MPNet,euclidean,How to learn real English expressions from movies,2,fRseMUZ2NOM,0.8069
MPNet,euclidean,How to learn real English expressions from movies,3,edvu5y-phhY,0.8155
MPNet,euclidean,How to learn real English expressions from movies,4,fpbdQBcuJ_E,0.8398
MPNet,euclidean,How to learn real English expressions from movies,5,Dp1I_iFRRVA,0.8775
MPNet,euclidean,How to understand jokes in English TV shows,1,r3K7sfk7dmY,0.9272
MPNet,euclidean,How to understand jokes in English TV shows,2,RlcSm5jf89o,0.998
MPNet,euclidean,How to understand jokes in English TV shows,3,_WTEzSLs3LU,1.0005
MPNet,euclidean,How to understand jokes in English TV shows,4,LlTP-I9o3PA,1.0059
MPNet,euclidean,How to understand jokes in English TV shows,5,72okAeSn5Tc,1.0101
MPNet,euclidean,Real English expressions used by native speakers,1,a79pawTkIx8,0.8457
MPNet,euclidean,Real English expressions used by native speakers,2,wc3rY_2YQkM,0.8789
MPNet,euclidean,Real English expressions used by native speakers,3,72okAeSn5Tc,0.9702
MPNet,euclidean,Real English expressions used by native speakers,4,SkRaA1b73N4,0.9778
MPNet,euclidean,Real English expressions used by native speakers,5,UUj4dwbCnGE,0.982
MPNet,euclidean,Common phrases used in American TV series,1,a79pawTkIx8,0.8241
MPNet,euclidean,Common phrases used in American TV series,2,F9hBErKjL_Y,0.9304
MPNet,euclidean,Common phrases used in American TV series,3,CKTPXv9XCeA,0.9628
MPNet,euclidean,Common phrases used in American TV series,4,SkRaA1b73N4,0.9695
MPNet,euclidean,Common phrases used in American TV series,5,72okAeSn5Tc,0.9739
MPNet,euclidean,English slang used in movie dialogues,1,fpbdQBcuJ_E,0.8149
MPNet,euclidean,English slang used in movie dialogues,2,Cd2pxyKaKUM,0.8614
MPNet,euclidean,English slang used in movie dialogues,3,edvu5y-phhY,0.8706
MPNet,euclidean,English slang used in movie dialogues,4,lHE4RysZgR0,0.8924
MPNet,euclidean,English slang used in movie dialogues,5,tdn81jlykww,0.9302
MPNet,euclidean,Daily English expressions used by natives,1,a79pawTkIx8,0.7361
MPNet,euclidean,Daily English expressions used by natives,2,wc3rY_2YQkM,0.8949
MPNet,euclidean,Daily English expressions used by natives,3,JDYksdXAOOU,0.987
MPNet,euclidean,Daily English expressions used by natives,4,SkRaA1b73N4,0.9879
MPNet,euclidean,Daily English expressions used by natives,5,72okAeSn5Tc,0.9947
MPNet,euclidean,Natural English pronunciation in movies,1,EccLlzUCF4w,0.8085
MPNet,euclidean,Natural English pronunciation in movies,2,lhugwz26kUc,0.8315
MPNet,euclidean,Natural English pronunciation in movies,3,NKLyCK0zySA,0.8723
MPNet,euclidean,Natural English pronunciation in movies,4,fRseMUZ2NOM,0.8833
MPNet,euclidean,Natural English pronunciation in movies,5,GdD065F54ko,0.892
MPNet,euclidean,Connected speech examples in movie dialogue,1,lhugwz26kUc,0.9625
MPNet,euclidean,Connected speech examples in movie dialogue,2,FZXyYuiyq2I,0.9684
MPNet,euclidean,Connected speech examples in movie dialogue,3,Vcum4dzafOE,0.9722
MPNet,euclidean,Connected speech examples in movie dialogue,4,wOx50owZLyA,0.9899
MPNet,euclidean,Connected speech examples in movie dialogue,5,fRseMUZ2NOM,0.9945
MPNet,euclidean,Reduced speech in native English conversation,1,Vcum4dzafOE,0.9427
MPNet,euclidean,Reduced speech in native English conversation,2,L5EW4uRl_ps,0.9486
MPNet,euclidean,Reduced speech in native English conversation,3,nCf2qbVQ4Y4,0.9621
MPNet,euclidean,Reduced speech in native English conversation,4,EccLlzUCF4w,0.9761
MPNet,euclidean,Reduced speech in native English conversation,5,wOx50owZLyA,0.9834
MPNet,euclidean,Shadowing technique with TV series dialogue,1,NKLyCK0zySA,1.069
MPNet,euclidean,Shadowing technique with TV series dialogue,2,lhugwz26kUc,1.0805
MPNet,euclidean,Shadowing technique with TV series dialogue,3,T-FXi4Buqps,1.0863
MPNet,euclidean,Shadowing technique with TV series dialogue,4,1puk6bREVMI,1.1059
MPNet,euclidean,Shadowing technique with TV series dialogue,5,OCp43nUf0yQ,1.1059
MPNet,euclidean,English listening practice with TV show scenes,1,lhugwz26kUc,0.7712
MPNet,euclidean,English listening practice with TV show scenes,2,1puk6bREVMI,0.8365
MPNet,euclidean,English listening practice with TV show scenes,3,fRseMUZ2NOM,0.8634
MPNet,euclidean,English listening practice with TV show scenes,4,T-FXi4Buqps,0.87
MPNet,euclidean,English listening practice with TV show scenes,5,KEWge76EHpA,0.8794
MPNet,euclidean,English pronunciation practice with movie dialogue,1,lhugwz26kUc,0.7628
MPNet,euclidean,English pronunciation practice with movie dialogue,2,fRseMUZ2NOM,0.7875
MPNet,euclidean,English pronunciation practice with movie dialogue,3,1puk6bREVMI,0.8341
MPNet,euclidean,English pronunciation practice with movie dialogue,4,F23Bm4FrwJI,0.8449
MPNet,euclidean,English pronunciation practice with movie dialogue,5,edvu5y-phhY,0.8635
MPNet,euclidean,Best TV series to learn English fast,1,xsUEm_faz_w,0.7806
MPNet,euclidean,Best TV series to learn English fast,2,7Ck3q5GaF5M,0.8272
MPNet,euclidean,Best TV series to learn English fast,3,JteHl9PQEIU,0.8349
MPNet,euclidean,Best TV series to learn English fast,4,NZzNSIrMZs0,0.8685
MPNet,euclidean,Best TV series to learn English fast,5,V1mhdFpsYFA,0.8737
MPNet,euclidean,Best movies to learn English listening,1,V1mhdFpsYFA,0.7093
MPNet,euclidean,Best movies to learn English listening,2,fRseMUZ2NOM,0.8028
MPNet,euclidean,Best movies to learn English listening,3,67E6Dl6LaW4,0.8576
MPNet,euclidean,Best movies to learn English listening,4,SkViUbosnD4,0.8614
MPNet,euclidean,Best movies to learn English listening,5,FZXyYuiyq2I,0.878
MPNet,euclidean,How to train your ear with English movies,1,lhugwz26kUc,0.7493
MPNet,euclidean,How to train your ear with English movies,2,fRseMUZ2NOM,0.7884
MPNet,euclidean,How to train your ear with English movies,3,cj0_XhE_qxE,0.8701
MPNet,euclidean,How to train your ear with English movies,4,OyNA4FA47do,0.872
MPNet,euclidean,How to train your ear with English movies,5,QMxTi2D66pY,0.8732
MPNet,euclidean,How to improve speaking using TV shows,1,KEWge76EHpA,0.8335
MPNet,euclidean,How to improve speaking using TV shows,2,y8RrDy0v8zs,0.8638
MPNet,euclidean,How to improve speaking using TV shows,3,1puk6bREVMI,0.887
MPNet,euclidean,How to improve speaking using TV shows,4,fRseMUZ2NOM,0.8909
MPNet,euclidean,How to improve speaking using TV shows,5,lhugwz26kUc,0.8941
MPNet,euclidean,How to learn vocabulary from movie scenes,1,lhugwz26kUc,0.8496
MPNet,euclidean,How to learn vocabulary from movie scenes,2,fRseMUZ2NOM,0.934
MPNet,euclidean,How to learn vocabulary from movie scenes,3,edvu5y-phhY,0.9467
MPNet,euclidean,How to learn vocabulary from movie scenes,4,UUAENx1NANg,0.9737
MPNet,euclidean,How to learn vocabulary from movie scenes,5,fpbdQBcuJ_E,0.9753
MPNet,euclidean,How to sound like a native English speaker,1,srFHh4UiO7U,0.8471
MPNet,euclidean,How to sound like a native English speaker,2,TzizA5rjM_Y,0.8665
MPNet,euclidean,How to sound like a native English speaker,3,L2ylZyu0j7g,0.8804
MPNet,euclidean,How to sound like a native English speaker,4,zMuPfKkAcmI,0.9182
MPNet,euclidean,How to sound like a native English speaker,5,rp11KpaLA9A,0.9222
MPNet,euclidean,English conversation practice with movie clips,1,fRseMUZ2NOM,0.7701
MPNet,euclidean,English conversation practice with movie clips,2,lhugwz26kUc,0.8037
MPNet,euclidean,English conversation practice with movie clips,3,KEWge76EHpA,0.8544
MPNet,euclidean,English conversation practice with movie clips,4,PL7niJMDu5w,0.8681
MPNet,euclidean,English conversation practice with movie clips,5,T-FXi4Buqps,0.883
MPNet,euclidean,Advanced English listening with TV series,1,lhugwz26kUc,0.8191
MPNet,euclidean,Advanced English listening with TV series,2,FZoeUNG_x4I,0.886
MPNet,euclidean,Advanced English listening with TV series,3,T-FXi4Buqps,0.89
MPNet,euclidean,Advanced English listening with TV series,4,fRseMUZ2NOM,0.8948
MPNet,euclidean,Advanced English listening with TV series,5,KEWge76EHpA,0.9009
MPNet,euclidean,Real life English conversation from movies,1,FZXyYuiyq2I,0.8338
MPNet,euclidean,Real life English conversation from movies,2,edvu5y-phhY,0.8383
MPNet,euclidean,Real life English conversation from movies,3,fpbdQBcuJ_E,0.8397
MPNet,euclidean,Real life English conversation from movies,4,SkViUbosnD4,0.8568
MPNet,euclidean,Real life English conversation from movies,5,lhugwz26kUc,0.861
MPNet,euclidean,English fluency practice with TV series scenes,1,lhugwz26kUc,0.731
MPNet,euclidean,English fluency practice with TV series scenes,2,fRseMUZ2NOM,0.8019
MPNet,euclidean,English fluency practice with TV series scenes,3,y8RrDy0v8zs,0.8378
MPNet,euclidean,English fluency practice with TV series scenes,4,1puk6bREVMI,0.8425
MPNet,euclidean,English fluency practice with TV series scenes,5,edvu5y-phhY,0.8566
MPNet,cityblock,Learn English with The Devil Wears Prada scene,1,OuTtIzGhUDY,16.2319
MPNet,cityblock,Learn English with The Devil Wears Prada scene,2,aRbaIHNttv4,16.5859
MPNet,cityblock,Learn English with The Devil Wears Prada scene,3,edvu5y-phhY,18.989
MPNet,cityblock,Learn English with The Devil Wears Prada scene,4,wdh9y2TkIns,19.6072
MPNet,cityblock,Learn English with The Devil Wears Prada scene,5,tdn81jlykww,19.7437
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,1,JxWEAP0aAJQ,13.1633
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,2,NDhPifXoBYI,16.3474
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,3,KEWge76EHpA,17.8645
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,4,8cjTEJseLUk,18.2423
MPNet,cityblock,Learn English with SpongeBob SquarePants dialogue,5,wppNtDrquVc,18.4308
MPNet,cityblock,Learn English with The Simpsons episode conversation,1,A8h35t_VYQA,17.7732
MPNet,cityblock,Learn English with The Simpsons episode conversation,2,KEWge76EHpA,17.8903
MPNet,cityblock,Learn English with The Simpsons episode conversation,3,HLBxx-rejmE,18.1675
MPNet,cityblock,Learn English with The Simpsons episode conversation,4,xV-GT84xzE8,18.3176
MPNet,cityblock,Learn English with The Simpsons episode conversation,5,apI6j_LQYAA,18.4832
MPNet,cityblock,Learn English with Peaky Blinders speaking style,1,2li3fhbUnXI,17.9268
MPNet,cityblock,Learn English with Peaky Blinders speaking style,2,y8RrDy0v8zs,18.3441
MPNet,cityblock,Learn English with Peaky Blinders speaking style,3,1puk6bREVMI,18.3644
MPNet,cityblock,Learn English with Peaky Blinders speaking style,4,KEWge76EHpA,18.5128
MPNet,cityblock,Learn English with Peaky Blinders speaking style,5,rp11KpaLA9A,18.5252
MPNet,cityblock,Learn English with Jennifer Aniston interview,1,dsN6FiF9ncI,16.1715
MPNet,cityblock,Learn English with Jennifer Aniston interview,2,381NyVSorHo,17.1468
MPNet,cityblock,Learn English with Jennifer Aniston interview,3,5fBrINGT0Dg,17.3608
MPNet,cityblock,Learn English with Jennifer Aniston interview,4,qSBNioIIQi4,19.5681
MPNet,cityblock,Learn English with Jennifer Aniston interview,5,wdh9y2TkIns,19.5821
MPNet,cityblock,Learn English with Zootopia movie dialogue,1,aU58RGC4IKw,16.4249
MPNet,cityblock,Learn English with Zootopia movie dialogue,2,QMxTi2D66pY,16.7739
MPNet,cityblock,Learn English with Zootopia movie dialogue,3,fRseMUZ2NOM,17.1689
MPNet,cityblock,Learn English with Zootopia movie dialogue,4,HgB2UHli0fU,17.3462
MPNet,cityblock,Learn English with Zootopia movie dialogue,5,4Pu-xXFfkro,17.3631
MPNet,cityblock,Learn English with The Lion King movie scene,1,HgB2UHli0fU,14.3747
MPNet,cityblock,Learn English with The Lion King movie scene,2,IIhWbZk2B3o,15.4435
MPNet,cityblock,Learn English with The Lion King movie scene,3,cj0_XhE_qxE,16.1931
MPNet,cityblock,Learn English with The Lion King movie scene,4,4Pu-xXFfkro,17.5896
MPNet,cityblock,Learn English with The Lion King movie scene,5,Ql17ws1pmiQ,17.6191
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,1,UUAENx1NANg,11.9671
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,2,iuQsu4HOlrA,14.8756
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,3,ICVQ6wfZr3c,16.3924
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,4,wqOlUOkiFbs,17.9634
MPNet,cityblock,Learn English with Pirates of the Caribbean dialogue,5,cj0_XhE_qxE,17.9918
MPNet,cityblock,Learn English with Beauty and the Beast conversation,1,aTYNX1pjwwk,16.2589
MPNet,cityblock,Learn English with Beauty and the Beast conversation,2,1jdjbt8W3es,18.5813
MPNet,cityblock,Learn English with Beauty and the Beast conversation,3,RjQJRRU8ZFU,18.6986
MPNet,cityblock,Learn English with Beauty and the Beast conversation,4,RjNka8csfYU,19.0761
MPNet,cityblock,Learn English with Beauty and the Beast conversation,5,WU0W0S5ILHY,19.1569
MPNet,cityblock,Learn English with Frozen movie scene,1,PL7niJMDu5w,13.4348
MPNet,cityblock,Learn English with Frozen movie scene,2,RjNka8csfYU,15.5682
MPNet,cityblock,Learn English with Frozen movie scene,3,fRseMUZ2NOM,17.8336
MPNet,cityblock,Learn English with Frozen movie scene,4,4Pu-xXFfkro,17.9818
MPNet,cityblock,Learn English with Frozen movie scene,5,LPA52CoT44w,18.1237
MPNet,cityblock,Learn English with Toy Story movie dialogue,1,YDTw1qL0wDw,16.3649
MPNet,cityblock,Learn English with Toy Story movie dialogue,2,IYsurU_B4Qo,17.0508
MPNet,cityblock,Learn English with Toy Story movie dialogue,3,fRseMUZ2NOM,17.0937
MPNet,cityblock,Learn English with Toy Story movie dialogue,4,LPA52CoT44w,17.1436
MPNet,cityblock,Learn English with Toy Story movie dialogue,5,QMxTi2D66pY,17.2304
MPNet,cityblock,Learn English with Finding Nemo conversation,1,TswCNV6meYM,15.5337
MPNet,cityblock,Learn English with Finding Nemo conversation,2,RjNka8csfYU,16.611
MPNet,cityblock,Learn English with Finding Nemo conversation,3,8cjTEJseLUk,17.4547
MPNet,cityblock,Learn English with Finding Nemo conversation,4,UUAENx1NANg,17.5174
MPNet,cityblock,Learn English with Finding Nemo conversation,5,fRseMUZ2NOM,17.7756
MPNet,cityblock,Learn English with Aladdin movie dialogue,1,cj0_XhE_qxE,17.487
MPNet,cityblock,Learn English with Aladdin movie dialogue,2,67E6Dl6LaW4,17.8731
MPNet,cityblock,Learn English with Aladdin movie dialogue,3,fRseMUZ2NOM,18.0984
MPNet,cityblock,Learn English with Aladdin movie dialogue,4,4Pu-xXFfkro,18.1172
MPNet,cityblock,Learn English with Aladdin movie dialogue,5,Ql17ws1pmiQ,18.3361
MPNet,cityblock,Learn English with Maleficent movie scene,1,67E6Dl6LaW4,17.0662
MPNet,cityblock,Learn English with Maleficent movie scene,2,cj0_XhE_qxE,17.0909
MPNet,cityblock,Learn English with Maleficent movie scene,3,4Pu-xXFfkro,17.3045
MPNet,cityblock,Learn English with Maleficent movie scene,4,aTYNX1pjwwk,17.3795
MPNet,cityblock,Learn English with Maleficent movie scene,5,SkViUbosnD4,17.7703
MPNet,cityblock,Learn English with Ice Age movie conversation,1,RjNka8csfYU,13.5738
MPNet,cityblock,Learn English with Ice Age movie conversation,2,QMxTi2D66pY,16.9028
MPNet,cityblock,Learn English with Ice Age movie conversation,3,PL7niJMDu5w,17.0942
MPNet,cityblock,Learn English with Ice Age movie conversation,4,fRseMUZ2NOM,17.7062
MPNet,cityblock,Learn English with Ice Age movie conversation,5,Md41MGtwjfo,18.095
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,1,fRseMUZ2NOM,17.1351
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,2,_kafLt9bNyU,17.2694
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,3,cj0_XhE_qxE,17.3516
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,4,4Pu-xXFfkro,17.7341
MPNet,cityblock,Learn English with Monsters Inc movie dialogue,5,8cjTEJseLUk,17.8575
MPNet,cityblock,Learn English with Shrek movie expressions,1,Sev_UnaqWmM,14.5766
MPNet,cityblock,Learn English with Shrek movie expressions,2,YDTw1qL0wDw,17.4897
MPNet,cityblock,Learn English with Shrek movie expressions,3,Ql17ws1pmiQ,18.1042
MPNet,cityblock,Learn English with Shrek movie expressions,4,PL7niJMDu5w,18.313
MPNet,cityblock,Learn English with Shrek movie expressions,5,4Pu-xXFfkro,18.3372
MPNet,cityblock,Learn English with Disney movie conversations,1,YDTw1qL0wDw,14.8933
MPNet,cityblock,Learn English with Disney movie conversations,2,SkViUbosnD4,15.2063
MPNet,cityblock,Learn English with Disney movie conversations,3,4Pu-xXFfkro,15.5312
MPNet,cityblock,Learn English with Disney movie conversations,4,LPA52CoT44w,15.96
MPNet,cityblock,Learn English with Disney movie conversations,5,QMxTi2D66pY,16.1032
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,1,HLBxx-rejmE,15.4944
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,2,KEWge76EHpA,18.2995
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,3,edvu5y-phhY,18.4585
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,4,RQuL3lsuarQ,18.7768
MPNet,cityblock,Learn English with How I Met Your Mother dialogue,5,MKv55DyDk0Y,18.7808
MPNet,cityblock,Learn English with Friends TV series conversation,1,RQuL3lsuarQ,16.0358
MPNet,cityblock,Learn English with Friends TV series conversation,2,KEWge76EHpA,17.1059
MPNet,cityblock,Learn English with Friends TV series conversation,3,RjNka8csfYU,17.2166
MPNet,cityblock,Learn English with Friends TV series conversation,4,HLBxx-rejmE,17.3165
MPNet,cityblock,Learn English with Friends TV series conversation,5,5i8s5XMzEoA,17.6154
MPNet,cityblock,Learn English with rap songs pronunciation,1,soZc03vH_qQ,14.7385
MPNet,cityblock,Learn English with rap songs pronunciation,2,gj9SQk-rlkQ,16.5417
MPNet,cityblock,Learn English with rap songs pronunciation,3,u53Seni_i8U,19.3927
MPNet,cityblock,Learn English with rap songs pronunciation,4,A_zhjxLLA08,19.9725
MPNet,cityblock,Learn English with rap songs pronunciation,5,g82BjCFBH-8,21.4631
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,1,soZc03vH_qQ,14.5466
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,2,gj9SQk-rlkQ,14.9869
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,3,u53Seni_i8U,19.3678
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,4,A_zhjxLLA08,20.5918
MPNet,cityblock,Learn English with Eminem lyrics pronunciation,5,HBVX1D1SerE,20.7943
MPNet,cityblock,Learn English with Queen song vocabulary,1,A_zhjxLLA08,19.1876
MPNet,cityblock,Learn English with Queen song vocabulary,2,fwrD70WeSzs,19.9832
MPNet,cityblock,Learn English with Queen song vocabulary,3,2EhiOgkklY0,20.0787
MPNet,cityblock,Learn English with Queen song vocabulary,4,ys0SYYPLVOg,20.1759
MPNet,cityblock,Learn English with Queen song vocabulary,5,u53Seni_i8U,20.2787
MPNet,cityblock,Learn English with Ariana Grande song dialogue,1,CYkM3zOmjUE,14.0844
MPNet,cityblock,Learn English with Ariana Grande song dialogue,2,VAAOTyfO-Oo,15.5262
MPNet,cityblock,Learn English with Ariana Grande song dialogue,3,A_zhjxLLA08,15.7443
MPNet,cityblock,Learn English with Ariana Grande song dialogue,4,ys0SYYPLVOg,17.4174
MPNet,cityblock,Learn English with Ariana Grande song dialogue,5,bUpTiOgMJu4,17.6262
MPNet,cityblock,Learn English with Taylor Swift song expressions,1,bUpTiOgMJu4,15.2936
MPNet,cityblock,Learn English with Taylor Swift song expressions,2,A_zhjxLLA08,17.7049
MPNet,cityblock,Learn English with Taylor Swift song expressions,3,CYkM3zOmjUE,18.0267
MPNet,cityblock,Learn English with Taylor Swift song expressions,4,sn4eOnRyJVg,18.3878
MPNet,cityblock,Learn English with Taylor Swift song expressions,5,ys0SYYPLVOg,18.7303
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,1,2EhiOgkklY0,17.3069
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,2,u53Seni_i8U,19.6231
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,3,A_zhjxLLA08,20.682
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,4,y6mK4ugKCac,20.7447
MPNet,cityblock,Learn English with Billie Eilish song pronunciation,5,1puk6bREVMI,20.7655
MPNet,cityblock,Learn English with Michael Jackson song lyrics,1,soZc03vH_qQ,17.8695
MPNet,cityblock,Learn English with Michael Jackson song lyrics,2,gj9SQk-rlkQ,18.9155
MPNet,cityblock,Learn English with Michael Jackson song lyrics,3,u53Seni_i8U,19.1544
MPNet,cityblock,Learn English with Michael Jackson song lyrics,4,A_zhjxLLA08,19.6239
MPNet,cityblock,Learn English with Michael Jackson song lyrics,5,CflETAu1f4I,19.7775
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,1,u53Seni_i8U,17.3108
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,2,ufCndfbsfpw,18.7818
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,3,bUpTiOgMJu4,18.8305
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,4,PL7niJMDu5w,18.8572
MPNet,cityblock,Learn English with Jonas Brothers song dialogue,5,g82BjCFBH-8,18.8848
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,1,VAAOTyfO-Oo,16.8773
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,2,A_zhjxLLA08,18.0966
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,3,ys0SYYPLVOg,19.4366
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,4,3GCmsMI5iAY,20.2675
MPNet,cityblock,Learn English with Lady Gaga song vocabulary,5,xpt3bJEjc-A,20.3114
MPNet,cityblock,Learn English with Bob Marley song expressions,1,2VW4jNOVwtA,19.1802
MPNet,cityblock,Learn English with Bob Marley song expressions,2,A_zhjxLLA08,19.5151
MPNet,cityblock,Learn English with Bob Marley song expressions,3,soZc03vH_qQ,19.5526
MPNet,cityblock,Learn English with Bob Marley song expressions,4,fwrD70WeSzs,19.883
MPNet,cityblock,Learn English with Bob Marley song expressions,5,IIhWbZk2B3o,20.0064
MPNet,cityblock,Understand fast English without subtitles,1,lhugwz26kUc,17.175
MPNet,cityblock,Understand fast English without subtitles,2,T-FXi4Buqps,18.6618
MPNet,cityblock,Understand fast English without subtitles,3,s3p2EoAzhtE,19.4909
MPNet,cityblock,Understand fast English without subtitles,4,ufCndfbsfpw,19.8429
MPNet,cityblock,Understand fast English without subtitles,5,OyNA4FA47do,20.2488
MPNet,cityblock,How to understand movies without subtitles,1,lhugwz26kUc,16.1296
MPNet,cityblock,How to understand movies without subtitles,2,s3p2EoAzhtE,17.3281
MPNet,cityblock,How to understand movies without subtitles,3,T-FXi4Buqps,19.0446
MPNet,cityblock,How to understand movies without subtitles,4,Xz4q93l6uvQ,21.1825
MPNet,cityblock,How to understand movies without subtitles,5,OyNA4FA47do,21.2419
MPNet,cityblock,How to learn English with Netflix shows,1,xsUEm_faz_w,18.191
MPNet,cityblock,How to learn English with Netflix shows,2,y8RrDy0v8zs,18.2091
MPNet,cityblock,How to learn English with Netflix shows,3,lhugwz26kUc,18.8884
MPNet,cityblock,How to learn English with Netflix shows,4,fRseMUZ2NOM,18.8953
MPNet,cityblock,How to learn English with Netflix shows,5,RQuL3lsuarQ,19.3627
MPNet,cityblock,How to improve English listening with TV series,1,lhugwz26kUc,18.1266
MPNet,cityblock,How to improve English listening with TV series,2,KEWge76EHpA,18.2991
MPNet,cityblock,How to improve English listening with TV series,3,y8RrDy0v8zs,18.3354
MPNet,cityblock,How to improve English listening with TV series,4,fRseMUZ2NOM,18.3644
MPNet,cityblock,How to improve English listening with TV series,5,xR7qcezLcXI,18.4706
MPNet,cityblock,How to learn English with movie scenes,1,lhugwz26kUc,15.9509
MPNet,cityblock,How to learn English with movie scenes,2,fRseMUZ2NOM,16.9032
MPNet,cityblock,How to learn English with movie scenes,3,edvu5y-phhY,18.3113
MPNet,cityblock,How to learn English with movie scenes,4,OyNA4FA47do,18.3692
MPNet,cityblock,How to learn English with movie scenes,5,PL7niJMDu5w,18.8267
MPNet,cityblock,How to understand fast native English speech,1,Vcum4dzafOE,17.2915
MPNet,cityblock,How to understand fast native English speech,2,rp11KpaLA9A,17.7888
MPNet,cityblock,How to understand fast native English speech,3,KEWge76EHpA,18.4899
MPNet,cityblock,How to understand fast native English speech,4,F23Bm4FrwJI,18.6429
MPNet,cityblock,How to understand fast native English speech,5,lhugwz26kUc,18.6462
MPNet,cityblock,How to learn English with TV show dialogue,1,lhugwz26kUc,17.0962
MPNet,cityblock,How to learn English with TV show dialogue,2,y8RrDy0v8zs,17.73
MPNet,cityblock,How to learn English with TV show dialogue,3,1puk6bREVMI,17.9466
MPNet,cityblock,How to learn English with TV show dialogue,4,fRseMUZ2NOM,18.483
MPNet,cityblock,How to learn English with TV show dialogue,5,RQuL3lsuarQ,18.5808
MPNet,cityblock,How to practice English listening with movies,1,fRseMUZ2NOM,16.1863
MPNet,cityblock,How to practice English listening with movies,2,lhugwz26kUc,16.7877
MPNet,cityblock,How to practice English listening with movies,3,cj0_XhE_qxE,18.9614
MPNet,cityblock,How to practice English listening with movies,4,JpUZsBUitzA,18.9987
MPNet,cityblock,How to practice English listening with movies,5,k9MTueetF38,19.008
MPNet,cityblock,How to learn real English expressions from movies,1,lhugwz26kUc,17.3436
MPNet,cityblock,How to learn real English expressions from movies,2,fRseMUZ2NOM,17.5921
MPNet,cityblock,How to learn real English expressions from movies,3,edvu5y-phhY,17.9283
MPNet,cityblock,How to learn real English expressions from movies,4,fpbdQBcuJ_E,18.3619
MPNet,cityblock,How to learn real English expressions from movies,5,Dp1I_iFRRVA,19.0872
MPNet,cityblock,How to understand jokes in English TV shows,1,r3K7sfk7dmY,20.3643
MPNet,cityblock,How to understand jokes in English TV shows,2,RlcSm5jf89o,21.9009
MPNet,cityblock,How to understand jokes in English TV shows,3,LlTP-I9o3PA,21.9497
MPNet,cityblock,How to understand jokes in English TV shows,4,QCWoDO07TRM,21.9705
MPNet,cityblock,How to understand jokes in English TV shows,5,72okAeSn5Tc,22.0534
MPNet,cityblock,Real English expressions used by native speakers,1,a79pawTkIx8,18.326
MPNet,cityblock,Real English expressions used by native speakers,2,wc3rY_2YQkM,19.3883
MPNet,cityblock,Real English expressions used by native speakers,3,72okAeSn5Tc,20.7032
MPNet,cityblock,Real English expressions used by native speakers,4,UUj4dwbCnGE,21.3389
MPNet,cityblock,Real English expressions used by native speakers,5,fpbdQBcuJ_E,21.49
MPNet,cityblock,Common phrases used in American TV series,1,a79pawTkIx8,17.6763
MPNet,cityblock,Common phrases used in American TV series,2,F9hBErKjL_Y,20.2152
MPNet,cityblock,Common phrases used in American TV series,3,CKTPXv9XCeA,20.876
MPNet,cityblock,Common phrases used in American TV series,4,SkRaA1b73N4,21.106
MPNet,cityblock,Common phrases used in American TV series,5,72okAeSn5Tc,21.1624
MPNet,cityblock,English slang used in movie dialogues,1,fpbdQBcuJ_E,17.8237
MPNet,cityblock,English slang used in movie dialogues,2,Cd2pxyKaKUM,18.6856
MPNet,cityblock,English slang used in movie dialogues,3,edvu5y-phhY,18.9939
MPNet,cityblock,English slang used in movie dialogues,4,lHE4RysZgR0,19.3075
