Model,Metric,Query,Rank,Video,Score
MiniLM,chebyshev,What are arrays in C programming,3,DplxIq0mc_Y,0.15121430438011885
MiniLM,chebyshev,What are arrays in C programming,4,y4siEcxgOpM,0.15305797010660172
MiniLM,chebyshev,What are arrays in C programming,5,qLVrwCvVPGo,0.1547662690281868
MiniLM,chebyshev,What is dynamic memory allocation in C,1,rUXjvybSPWc,0.13820561580359936
MiniLM,chebyshev,What is dynamic memory allocation in C,2,aIQk1O08zpg,0.14585285261273384
MiniLM,chebyshev,What is dynamic memory allocation in C,3,DplxIq0mc_Y,0.15437762439250946
MiniLM,chebyshev,What is dynamic memory allocation in C,4,fWnXVwULqrE,0.16947386786341667
MiniLM,chebyshev,What is dynamic memory allocation in C,5,shLeCvDQYp4,0.1714644432067871
MiniLM,chebyshev,How to read files in C,1,Hzg3kCHJcxI,0.1313939280807972
MiniLM,chebyshev,How to read files in C,2,eIlcl-mt3tg,0.1330701857805252
MiniLM,chebyshev,How to read files in C,3,Z5smVeUVNFU,0.15551014244556427
MiniLM,chebyshev,How to read files in C,4,WFzLcZk137s,0.16576766222715378
MiniLM,chebyshev,How to read files in C,5,JLIF5XHBL3E,0.16632027924060822
MiniLM,chebyshev,What are for loops in C,1,b4DPj0XAfSg,0.14274051040410995
MiniLM,chebyshev,What are for loops in C,2,N1twTeNMdOE,0.14609476178884506
MiniLM,chebyshev,What are for loops in C,3,zdAggA1q0eo,0.14635727927088737
MiniLM,chebyshev,What are for loops in C,4,rUXjvybSPWc,0.14735227450728416
MiniLM,chebyshev,What are for loops in C,5,NtlSzRWhaOc,0.14805465564131737
MiniLM,chebyshev,What are function prototypes in C,1,NEj2H7SoTzQ,0.145747278816998
MiniLM,chebyshev,What are function prototypes in C,2,vg7Hwd9TANY,0.14956643263576552
MiniLM,chebyshev,What are function prototypes in C,3,Hzg3kCHJcxI,0.16053134202957153
MiniLM,chebyshev,What are function prototypes in C,4,rUXjvybSPWc,0.17022693157196045
MiniLM,chebyshev,What are function prototypes in C,5,WPmAu26LZKo,0.17046631127595901
MiniLM,chebyshev,What is a switch statement in C,1,dWsjatPhWHQ,0.16218508034944534
MiniLM,chebyshev,What is a switch statement in C,2,Bx9b12FCF5o,0.16352930665016174
MiniLM,chebyshev,What is a switch statement in C,3,6Hk2aE_SRzY,0.16505398973822594
MiniLM,chebyshev,What is a switch statement in C,4,Z5smVeUVNFU,0.17042692750692368
MiniLM,chebyshev,What is a switch statement in C,5,N1twTeNMdOE,0.17148443311452866
MiniLM,chebyshev,What is Java multithreading,1,QEF62Fm81h4,0.1411191150546074
MiniLM,chebyshev,What is Java multithreading,2,taI7G6U29L8,0.14301689714193344
MiniLM,chebyshev,What is Java multithreading,3,IgdIfGW-cVU,0.1501891203224659
MiniLM,chebyshev,What is Java multithreading,4,Pg0aoSbrqOE,0.1524000372737646
MiniLM,chebyshev,What is Java multithreading,5,v5p_SUfi710,0.1573578417301178
MiniLM,chebyshev,What are Java anonymous classes,1,P_iOnmdww8E,0.12672342918813229
MiniLM,chebyshev,What are Java anonymous classes,2,QEF62Fm81h4,0.15530675649642944
MiniLM,chebyshev,What are Java anonymous classes,3,Pg0aoSbrqOE,0.16470807790756226
MiniLM,chebyshev,What are Java anonymous classes,4,v5p_SUfi710,0.1699995920062065
MiniLM,chebyshev,What are Java anonymous classes,5,N3LZM4WFHBY,0.17269840836524963
MiniLM,chebyshev,How to write files in Java,1,Pg0aoSbrqOE,0.09620608761906624
MiniLM,chebyshev,How to write files in Java,2,bI6e6qjJ8JQ,0.157055351883173
MiniLM,chebyshev,How to write files in Java,3,nhnAx79gxCM,0.1665055714547634
MiniLM,chebyshev,How to write files in Java,4,9V5B3dNoVIA,0.16966016590595245
MiniLM,chebyshev,How to write files in Java,5,wsTSREgCE5E,0.17611631378531456
MiniLM,chebyshev,What is Java ArrayList,1,wsTSREgCE5E,0.13958822935819626
MiniLM,chebyshev,What is Java ArrayList,2,Qf3Nczxm2AY,0.15450792759656906
MiniLM,chebyshev,What is Java ArrayList,3,taI7G6U29L8,0.15880237147212029
MiniLM,chebyshev,What is Java ArrayList,4,Kmgo00avvEw,0.15924076735973358
MiniLM,chebyshev,What is Java ArrayList,5,Rn16ugyorX0,0.15955108404159546
MiniLM,chebyshev,What are Java getters and setters,1,Kmgo00avvEw,0.14576498279348016
MiniLM,chebyshev,What are Java getters and setters,2,8FmE_-QXg3Y,0.16098790615797043
MiniLM,chebyshev,What are Java getters and setters,3,OjrR_C_UPjc,0.16231154650449753
MiniLM,chebyshev,What are Java getters and setters,4,DFhpzaEOoxs,0.16475962102413177
MiniLM,chebyshev,What are Java getters and setters,5,GwxvLzQoMYM,0.16768868267536163
MiniLM,chebyshev,What is method overriding in Java,1,hx_DRanBRRM,0.1327773481607437
MiniLM,chebyshev,What is method overriding in Java,2,LN45TyPWAAg,0.15013012290000916
MiniLM,chebyshev,What is method overriding in Java,3,44iQGNUcik0,0.15681739151477814
MiniLM,chebyshev,What is method overriding in Java,4,v5p_SUfi710,0.16169628500938416
MiniLM,chebyshev,What is method overriding in Java,5,06BrbJm7Sho,0.16341467201709747
MiniLM,chebyshev,What are constructors in Java,1,WPmAu26LZKo,0.13940532505512238
MiniLM,chebyshev,What are constructors in Java,2,wsTSREgCE5E,0.1442931666970253
MiniLM,chebyshev,What are constructors in Java,3,LN45TyPWAAg,0.1457892209291458
MiniLM,chebyshev,What are constructors in Java,4,ZD7CB6wKg8A,0.1546141803264618
MiniLM,chebyshev,What are constructors in Java,5,DYbi93vuSaU,0.15594101324677467
MiniLM,chebyshev,What is object oriented programming in Java,1,Kmgo00avvEw,0.1445626299828291
MiniLM,chebyshev,What is object oriented programming in Java,2,DYbi93vuSaU,0.15254487097263336
MiniLM,chebyshev,What is object oriented programming in Java,3,Rn16ugyorX0,0.15475434809923172
MiniLM,chebyshev,What is object oriented programming in Java,4,KcEvHq8Pqs0,0.15500355884432793
MiniLM,chebyshev,What is object oriented programming in Java,5,P_iOnmdww8E,0.1603894606232643
MiniLM,chebyshev,What are 2D arrays in Java,1,Qf3Nczxm2AY,0.11773486994206905
MiniLM,chebyshev,What are 2D arrays in Java,2,Vh4krbTnTAA,0.12014680728316307
MiniLM,chebyshev,What are 2D arrays in Java,3,ah5bAnGpmKY,0.14747817069292068
MiniLM,chebyshev,What are 2D arrays in Java,4,wsTSREgCE5E,0.1579638235270977
MiniLM,chebyshev,What are 2D arrays in Java,5,nhIB2S6NiFA,0.1603544056415558
MiniLM,chebyshev,What is Python programming,1,2KzyvzeWFbQ,0.15031015872955322
MiniLM,chebyshev,What is Python programming,2,x-Ag2_bJ40Y,0.15310334786772728
MiniLM,chebyshev,What is Python programming,3,q2SGW2VgwAM,0.15624825656414032
MiniLM,chebyshev,What is Python programming,4,L7tT0NZF-Ag,0.15996351465582848
MiniLM,chebyshev,What is Python programming,5,Uvqmv3PGiXM,0.16349743492901325
MiniLM,chebyshev,What are Python projects for beginners,1,XKHEtdqhLK8,0.14684352651238441
MiniLM,chebyshev,What are Python projects for beginners,2,1XE-_s4ZBT8,0.1521511699538678
MiniLM,chebyshev,What are Python projects for beginners,3,4wGuB3oAKc4,0.15661754459142685
MiniLM,chebyshev,What are Python projects for beginners,4,8KCuHHeC_M0,0.1571579873561859
MiniLM,chebyshev,What are Python projects for beginners,5,OUnnuKHbmbU,0.16097388043999672
MiniLM,chebyshev,How to build a weather app in Python,1,Q4377DH5Jso,0.13375160843133926
MiniLM,chebyshev,How to build a weather app in Python,2,VaDUGPMjzOM,0.1439717561006546
MiniLM,chebyshev,How to build a weather app in Python,3,XKHEtdqhLK8,0.15043213963508606
MiniLM,chebyshev,How to build a weather app in Python,4,TeDlx2Klij0,0.15542346611618996
MiniLM,chebyshev,How to build a weather app in Python,5,4bMU1xAolSg,0.1585960816591978
MiniLM,chebyshev,What is React JS,1,CgkZ7MvWUAA,0.13271789718419313
MiniLM,chebyshev,What is React JS,2,L-1sP3Ljhsg,0.16417904011905193
MiniLM,chebyshev,What is React JS,3,9wiWzu_tRB0,0.16451027989387512
MiniLM,chebyshev,What is React JS,4,nbAaUpNDhRY,0.16583793237805367
MiniLM,chebyshev,What is React JS,5,FpNfvbNYPsg,0.17104584723711014
MiniLM,chebyshev,What is async await in JavaScript,1,NOzi4wBHn0o,0.12638676725327969
MiniLM,chebyshev,What is async await in JavaScript,2,Coyy79wRz_s,0.14244183897972107
MiniLM,chebyshev,What is async await in JavaScript,3,9j1dZwFEJ-c,0.14341608062386513
MiniLM,chebyshev,What is async await in JavaScript,4,q32skvBgxo4,0.16550423949956894
MiniLM,chebyshev,What is async await in JavaScript,5,b4DPj0XAfSg,0.17383193597197533
MPNet,cosine,What are NumPy data types,1,fPopFeqw5sk,0.7471938133239746
MPNet,cosine,What are NumPy data types,2,81i_uSX9Vic,0.5459072589874268
MPNet,cosine,What are NumPy data types,3,6WaBryk4fkE,0.37468576431274414
MPNet,cosine,What are NumPy data types,4,OUnnuKHbmbU,0.33003729581832886
MPNet,cosine,What are NumPy data types,5,gOMW_n2-2Mw,0.3289046883583069
MPNet,cosine,What are important NumPy functions,1,81i_uSX9Vic,0.6222713589668274
MPNet,cosine,What are important NumPy functions,2,fPopFeqw5sk,0.5399806499481201
MPNet,cosine,What are important NumPy functions,3,89cGQjB5R4M,0.38769716024398804
MPNet,cosine,What are important NumPy functions,4,IljPHDyBRog,0.3874204158782959
MPNet,cosine,What are important NumPy functions,5,6WaBryk4fkE,0.38284945487976074
MPNet,cosine,What are Python iterators,1,k0D3MQwLn7A,0.610672116279602
MPNet,cosine,What are Python iterators,2,ZBlxaXMN_hU,0.46309566497802734
MPNet,cosine,What are Python iterators,3,gOMW_n2-2Mw,0.4520273804664612
MPNet,cosine,What are Python iterators,4,IljPHDyBRog,0.4131285548210144
MPNet,cosine,What are Python iterators,5,89cGQjB5R4M,0.3985013961791992
MPNet,cosine,What are Python generators,1,ZBlxaXMN_hU,0.5396664142608643
MPNet,cosine,What are Python generators,2,8KCuHHeC_M0,0.41458529233932495
MPNet,cosine,What are Python generators,3,piJc18hcH0Y,0.4071013927459717
MPNet,cosine,What are Python generators,4,q2SGW2VgwAM,0.4041134715080261
MPNet,cosine,What are Python generators,5,TPUdUkFHD5I,0.3993591070175171
MPNet,cosine,What is Matplotlib in Python,1,c9vhHUGdav0,0.5354844331741333
MPNet,cosine,What is Matplotlib in Python,2,hunq_UOdmoo,0.5089637041091919
MPNet,cosine,What is Matplotlib in Python,3,8KCuHHeC_M0,0.3912522792816162
MPNet,cosine,What is Matplotlib in Python,4,fPopFeqw5sk,0.3491528034210205
MPNet,cosine,What is Matplotlib in Python,5,XKHEtdqhLK8,0.3262075185775757
MPNet,cosine,How to customize Matplotlib plots,1,hunq_UOdmoo,0.6532221436500549
MPNet,cosine,How to customize Matplotlib plots,2,c9vhHUGdav0,0.5131160616874695
MPNet,cosine,How to customize Matplotlib plots,3,uGmMsGOcBB0,0.28245627880096436
MPNet,cosine,How to customize Matplotlib plots,4,LI8KQ3pjQug,0.27925580739974976
MPNet,cosine,How to customize Matplotlib plots,5,Uvqmv3PGiXM,0.2770437002182007
MPNet,cosine,What is a Pandas DataFrame,1,OUnnuKHbmbU,0.6052038669586182
MPNet,cosine,What is a Pandas DataFrame,2,fPopFeqw5sk,0.34569796919822693
MPNet,cosine,What is a Pandas DataFrame,3,gOMW_n2-2Mw,0.2882871627807617
MPNet,cosine,What is a Pandas DataFrame,4,89cGQjB5R4M,0.262758731842041
MPNet,cosine,What is a Pandas DataFrame,5,vg7Hwd9TANY,0.25088900327682495
MPNet,cosine,What is NumPy slicing,1,6WaBryk4fkE,0.7630003094673157
MPNet,cosine,What is NumPy slicing,2,81i_uSX9Vic,0.5598196983337402
MPNet,cosine,What is NumPy slicing,3,wGlnsJFnGAI,0.5390000343322754
MPNet,cosine,What is NumPy slicing,4,fPopFeqw5sk,0.5217449069023132
MPNet,cosine,What is NumPy slicing,5,IljPHDyBRog,0.3132350742816925
MPNet,cosine,How to convert decimal to hexadecimal,1,mjiHc965UME,0.7323080897331238
MPNet,cosine,How to convert decimal to hexadecimal,2,aMME_rYkoOU,0.7163054943084717
MPNet,cosine,How to convert decimal to hexadecimal,3,tg5Wv9Ba1lI,0.41255250573158264
MPNet,cosine,How to convert decimal to hexadecimal,4,J6qXny_UAK4,0.38044649362564087
MPNet,cosine,How to convert decimal to hexadecimal,5,fy5QsDJmctQ,0.3572275638580322
MPNet,cosine,What is the binary number system,1,tg5Wv9Ba1lI,0.6357592344284058
MPNet,cosine,What is the binary number system,2,J6qXny_UAK4,0.552453339099884
MPNet,cosine,What is the binary number system,3,Gt2yBZAhsGM,0.4519338607788086
MPNet,cosine,What is the binary number system,4,mjiHc965UME,0.3922049403190613
MPNet,cosine,What is the binary number system,5,aMME_rYkoOU,0.3779944181442261
MPNet,cosine,What are arrays in C programming,1,6Hk2aE_SRzY,0.7787836790084839
MPNet,cosine,What are arrays in C programming,2,y4siEcxgOpM,0.7139030694961548
MPNet,cosine,What are arrays in C programming,3,Vh4krbTnTAA,0.6858079433441162
MPNet,cosine,What are arrays in C programming,4,87SH2Cn0s9A,0.6114673614501953
MPNet,cosine,What are arrays in C programming,5,aIQk1O08zpg,0.5808321237564087
MPNet,cosine,What is dynamic memory allocation in C,1,fc19HhHKtrA,0.6372051239013672
MPNet,cosine,What is dynamic memory allocation in C,2,rUXjvybSPWc,0.6155902743339539
MPNet,cosine,What is dynamic memory allocation in C,3,aIQk1O08zpg,0.4883230924606323
MPNet,cosine,What is dynamic memory allocation in C,4,DplxIq0mc_Y,0.4826686978340149
MPNet,cosine,What is dynamic memory allocation in C,5,6Hk2aE_SRzY,0.47860896587371826
MPNet,cosine,How to read files in C,1,eIlcl-mt3tg,0.7374298572540283
MPNet,cosine,How to read files in C,2,Hzg3kCHJcxI,0.6964603066444397
MPNet,cosine,How to read files in C,3,87SH2Cn0s9A,0.43656253814697266
MPNet,cosine,How to read files in C,4,6Hk2aE_SRzY,0.43195003271102905
MPNet,cosine,How to read files in C,5,y4siEcxgOpM,0.40314364433288574
MPNet,cosine,What are for loops in C,1,zdAggA1q0eo,0.7153339385986328
MPNet,cosine,What are for loops in C,2,b4DPj0XAfSg,0.638316810131073
MPNet,cosine,What are for loops in C,3,6Hk2aE_SRzY,0.5896083116531372
MPNet,cosine,What are for loops in C,4,y4siEcxgOpM,0.5836488008499146
MPNet,cosine,What are for loops in C,5,N1twTeNMdOE,0.5579952597618103
MPNet,cosine,What are function prototypes in C,1,NEj2H7SoTzQ,0.6979714035987854
MPNet,cosine,What are function prototypes in C,2,6Hk2aE_SRzY,0.4240882098674774
MPNet,cosine,What are function prototypes in C,3,aIQk1O08zpg,0.41240718960762024
MPNet,cosine,What are function prototypes in C,4,87SH2Cn0s9A,0.4121761918067932
MPNet,cosine,What are function prototypes in C,5,Z5smVeUVNFU,0.4069356322288513
MPNet,cosine,What is a switch statement in C,1,NtlSzRWhaOc,0.7991469502449036
MPNet,cosine,What is a switch statement in C,2,Bx9b12FCF5o,0.5974596738815308
MPNet,cosine,What is a switch statement in C,3,N1twTeNMdOE,0.5876834392547607
MPNet,cosine,What is a switch statement in C,4,aIQk1O08zpg,0.5858982801437378
MPNet,cosine,What is a switch statement in C,5,6Hk2aE_SRzY,0.5252416133880615
MPNet,cosine,What is Java multithreading,1,taI7G6U29L8,0.5925047397613525
MPNet,cosine,What is Java multithreading,2,QEF62Fm81h4,0.4411187469959259
MPNet,cosine,What is Java multithreading,3,nhnAx79gxCM,0.38509470224380493
MPNet,cosine,What is Java multithreading,4,Coyy79wRz_s,0.38179028034210205
MPNet,cosine,What is Java multithreading,5,YOhrIov7PZA,0.36357563734054565
MPNet,cosine,What are Java anonymous classes,1,P_iOnmdww8E,0.717444896697998
MPNet,cosine,What are Java anonymous classes,2,ZD7CB6wKg8A,0.42057162523269653
MPNet,cosine,What are Java anonymous classes,3,oKZnHNM9Ew4,0.4044475555419922
MPNet,cosine,What are Java anonymous classes,4,LN45TyPWAAg,0.3935273587703705
MPNet,cosine,What are Java anonymous classes,5,v5p_SUfi710,0.3848903179168701
MPNet,cosine,How to write files in Java,1,Pg0aoSbrqOE,0.7979253530502319
MPNet,cosine,How to write files in Java,2,A6sA9KItwpY,0.451343834400177
MPNet,cosine,How to write files in Java,3,Hzg3kCHJcxI,0.4398055672645569
MPNet,cosine,How to write files in Java,4,eIlcl-mt3tg,0.4271780550479889
MPNet,cosine,How to write files in Java,5,DYbi93vuSaU,0.36976349353790283
MPNet,cosine,What is Java ArrayList,1,wsTSREgCE5E,0.6333924531936646
MPNet,cosine,What is Java ArrayList,2,9dr2mHYYoug,0.5713287591934204
MPNet,cosine,What is Java ArrayList,3,30MKAcoffIo,0.5298788547515869
MPNet,cosine,What is Java ArrayList,4,Qf3Nczxm2AY,0.5012682676315308
MPNet,cosine,What is Java ArrayList,5,nhIB2S6NiFA,0.4762018024921417
MPNet,cosine,What are Java getters and setters,1,OjrR_C_UPjc,0.7125400304794312
MPNet,cosine,What are Java getters and setters,2,KQVCAnh6Afk,0.6259300708770752
MPNet,cosine,What are Java getters and setters,3,8FmE_-QXg3Y,0.6237432956695557
MPNet,cosine,What are Java getters and setters,4,DYbi93vuSaU,0.5377747416496277
MPNet,cosine,What are Java getters and setters,5,Z70AwnYYJOc,0.509429395198822
MPNet,cosine,What is method overriding in Java,1,hx_DRanBRRM,0.6837190389633179
MPNet,cosine,What is method overriding in Java,2,nhnAx79gxCM,0.638399600982666
MPNet,cosine,What is method overriding in Java,3,LN45TyPWAAg,0.5269966721534729
MPNet,cosine,What is method overriding in Java,4,v5p_SUfi710,0.51142817735672
MPNet,cosine,What is method overriding in Java,5,P_iOnmdww8E,0.4780772924423218
MPNet,cosine,What are constructors in Java,1,ZD7CB6wKg8A,0.6187394857406616
MPNet,cosine,What are constructors in Java,2,LN45TyPWAAg,0.5179506540298462
MPNet,cosine,What are constructors in Java,3,oKZnHNM9Ew4,0.5062118172645569
MPNet,cosine,What are constructors in Java,4,DYbi93vuSaU,0.4951179623603821
MPNet,cosine,What are constructors in Java,5,nRJWltqX4UY,0.46661168336868286
MPNet,cosine,What is object oriented programming in Java,1,DYbi93vuSaU,0.6793103218078613
MPNet,cosine,What is object oriented programming in Java,2,LN45TyPWAAg,0.521804690361023
MPNet,cosine,What is object oriented programming in Java,3,1XE-_s4ZBT8,0.5071351528167725
MPNet,cosine,What is object oriented programming in Java,4,q2SGW2VgwAM,0.4963468909263611
MPNet,cosine,What is object oriented programming in Java,5,ZD7CB6wKg8A,0.49480485916137695
MPNet,cosine,What are 2D arrays in Java,1,Qf3Nczxm2AY,0.742061972618103
MPNet,cosine,What are 2D arrays in Java,2,Vh4krbTnTAA,0.6130726933479309
MPNet,cosine,What are 2D arrays in Java,3,9dr2mHYYoug,0.5855448246002197
MPNet,cosine,What are 2D arrays in Java,4,wsTSREgCE5E,0.5139797925949097
MPNet,cosine,What are 2D arrays in Java,5,nhIB2S6NiFA,0.49719488620758057
MPNet,cosine,What is Python programming,1,8KCuHHeC_M0,0.6717220544815063
MPNet,cosine,What is Python programming,2,XKHEtdqhLK8,0.6264643669128418
MPNet,cosine,What is Python programming,3,1XE-_s4ZBT8,0.5304073095321655
MPNet,cosine,What is Python programming,4,q2SGW2VgwAM,0.5241087675094604
MPNet,cosine,What is Python programming,5,vg7Hwd9TANY,0.5199529528617859
MPNet,cosine,What are Python projects for beginners,1,XKHEtdqhLK8,0.6315534114837646
MPNet,cosine,What are Python projects for beginners,2,8KCuHHeC_M0,0.5925963521003723
MPNet,cosine,What are Python projects for beginners,3,1XE-_s4ZBT8,0.44598275423049927
MPNet,cosine,What are Python projects for beginners,4,JVQNywo4AbU,0.4384695291519165
MPNet,cosine,What are Python projects for beginners,5,q2SGW2VgwAM,0.43380627036094666
MPNet,cosine,How to build a weather app in Python,1,Q4377DH5Jso,0.8236221671104431
MPNet,cosine,How to build a weather app in Python,2,VaDUGPMjzOM,0.5545294284820557
MPNet,cosine,How to build a weather app in Python,3,8KCuHHeC_M0,0.48732659220695496
MPNet,cosine,How to build a weather app in Python,4,l7IMBy4_nhA,0.43942564725875854
MPNet,cosine,How to build a weather app in Python,5,Uvqmv3PGiXM,0.43753618001937866
MPNet,cosine,What is React JS,1,CgkZ7MvWUAA,0.6892480850219727
MPNet,cosine,What is React JS,2,L-1sP3Ljhsg,0.48500722646713257
MPNet,cosine,What is React JS,3,Y62mbztjmus,0.47346383333206177
MPNet,cosine,What is React JS,4,nbAaUpNDhRY,0.46112677454948425
MPNet,cosine,What is React JS,5,9wiWzu_tRB0,0.4599522352218628
MPNet,cosine,What is async await in JavaScript,1,Coyy79wRz_s,0.6948107481002808
MPNet,cosine,What is async await in JavaScript,2,9j1dZwFEJ-c,0.6180459260940552
MPNet,cosine,What is async await in JavaScript,3,NOzi4wBHn0o,0.5970657467842102
MPNet,cosine,What is async await in JavaScript,4,HFaxylC7bUc,0.3772021532058716
MPNet,cosine,What is async await in JavaScript,5,nbAaUpNDhRY,0.2884654402732849
MPNet,dot,What are NumPy data types,1,fPopFeqw5sk,0.7471938133239746
MPNet,dot,What are NumPy data types,2,81i_uSX9Vic,0.5459072589874268
MPNet,dot,What are NumPy data types,3,6WaBryk4fkE,0.37468576431274414
MPNet,dot,What are NumPy data types,4,OUnnuKHbmbU,0.33003729581832886
MPNet,dot,What are NumPy data types,5,gOMW_n2-2Mw,0.32890474796295166
MPNet,dot,What are important NumPy functions,1,81i_uSX9Vic,0.6222712993621826
MPNet,dot,What are important NumPy functions,2,fPopFeqw5sk,0.5399806499481201
MPNet,dot,What are important NumPy functions,3,89cGQjB5R4M,0.38769716024398804
MPNet,dot,What are important NumPy functions,4,IljPHDyBRog,0.3874204158782959
MPNet,dot,What are important NumPy functions,5,6WaBryk4fkE,0.38284939527511597
MPNet,dot,What are Python iterators,1,k0D3MQwLn7A,0.610672116279602
MPNet,dot,What are Python iterators,2,ZBlxaXMN_hU,0.46309560537338257
MPNet,dot,What are Python iterators,3,gOMW_n2-2Mw,0.45202741026878357
MPNet,dot,What are Python iterators,4,IljPHDyBRog,0.4131285548210144
MPNet,dot,What are Python iterators,5,89cGQjB5R4M,0.39850136637687683
MPNet,dot,What are Python generators,1,ZBlxaXMN_hU,0.5396664142608643
MPNet,dot,What are Python generators,2,8KCuHHeC_M0,0.41458529233932495
MPNet,dot,What are Python generators,3,piJc18hcH0Y,0.40710142254829407
MPNet,dot,What are Python generators,4,q2SGW2VgwAM,0.4041134715080261
MPNet,dot,What are Python generators,5,TPUdUkFHD5I,0.3993591070175171
MPNet,dot,What is Matplotlib in Python,1,c9vhHUGdav0,0.5354843139648438
MPNet,dot,What is Matplotlib in Python,2,hunq_UOdmoo,0.5089637041091919
MPNet,dot,What is Matplotlib in Python,3,8KCuHHeC_M0,0.39125218987464905
MPNet,dot,What is Matplotlib in Python,4,fPopFeqw5sk,0.3491528332233429
MPNet,dot,What is Matplotlib in Python,5,XKHEtdqhLK8,0.32620739936828613
MPNet,dot,How to customize Matplotlib plots,1,hunq_UOdmoo,0.6532223224639893
MPNet,dot,How to customize Matplotlib plots,2,c9vhHUGdav0,0.5131160616874695
MPNet,dot,How to customize Matplotlib plots,3,uGmMsGOcBB0,0.28245627880096436
MPNet,dot,How to customize Matplotlib plots,4,LI8KQ3pjQug,0.27925586700439453
MPNet,dot,How to customize Matplotlib plots,5,Uvqmv3PGiXM,0.27704375982284546
MPNet,dot,What is a Pandas DataFrame,1,OUnnuKHbmbU,0.6052037477493286
MPNet,dot,What is a Pandas DataFrame,2,fPopFeqw5sk,0.34569793939590454
MPNet,dot,What is a Pandas DataFrame,3,gOMW_n2-2Mw,0.2882871627807617
MPNet,dot,What is a Pandas DataFrame,4,89cGQjB5R4M,0.26275870203971863
MPNet,dot,What is a Pandas DataFrame,5,vg7Hwd9TANY,0.2508889436721802
MPNet,dot,What is NumPy slicing,1,6WaBryk4fkE,0.7630003094673157
MPNet,dot,What is NumPy slicing,2,81i_uSX9Vic,0.5598196387290955
MPNet,dot,What is NumPy slicing,3,wGlnsJFnGAI,0.5390000343322754
MPNet,dot,What is NumPy slicing,4,fPopFeqw5sk,0.5217449069023132
MPNet,dot,What is NumPy slicing,5,IljPHDyBRog,0.3132350742816925
MPNet,dot,How to convert decimal to hexadecimal,1,mjiHc965UME,0.7323080897331238
MPNet,dot,How to convert decimal to hexadecimal,2,aMME_rYkoOU,0.7163053750991821
MPNet,dot,How to convert decimal to hexadecimal,3,tg5Wv9Ba1lI,0.41255247592926025
MPNet,dot,How to convert decimal to hexadecimal,4,J6qXny_UAK4,0.38044649362564087
MPNet,dot,How to convert decimal to hexadecimal,5,fy5QsDJmctQ,0.3572275638580322
MPNet,dot,What is the binary number system,1,tg5Wv9Ba1lI,0.6357592344284058
MPNet,dot,What is the binary number system,2,J6qXny_UAK4,0.552453339099884
MPNet,dot,What is the binary number system,3,Gt2yBZAhsGM,0.4519338607788086
MPNet,dot,What is the binary number system,4,mjiHc965UME,0.3922049403190613
MPNet,dot,What is the binary number system,5,aMME_rYkoOU,0.3779944181442261
MPNet,dot,What are arrays in C programming,1,6Hk2aE_SRzY,0.7787835597991943
MPNet,dot,What are arrays in C programming,2,y4siEcxgOpM,0.7139029502868652
MPNet,dot,What are arrays in C programming,3,Vh4krbTnTAA,0.6858077049255371
MPNet,dot,What are arrays in C programming,4,87SH2Cn0s9A,0.6114673614501953
MPNet,dot,What are arrays in C programming,5,aIQk1O08zpg,0.5808320641517639
MPNet,dot,What is dynamic memory allocation in C,1,fc19HhHKtrA,0.6372052431106567
MPNet,dot,What is dynamic memory allocation in C,2,rUXjvybSPWc,0.6155902743339539
MPNet,dot,What is dynamic memory allocation in C,3,aIQk1O08zpg,0.4883231520652771
MPNet,dot,What is dynamic memory allocation in C,4,DplxIq0mc_Y,0.4826686978340149
MPNet,dot,What is dynamic memory allocation in C,5,6Hk2aE_SRzY,0.4786090552806854
MPNet,dot,How to read files in C,1,eIlcl-mt3tg,0.7374297380447388
MPNet,dot,How to read files in C,2,Hzg3kCHJcxI,0.6964600682258606
MPNet,dot,How to read files in C,3,87SH2Cn0s9A,0.43656259775161743
MPNet,dot,How to read files in C,4,6Hk2aE_SRzY,0.4319499731063843
MPNet,dot,How to read files in C,5,y4siEcxgOpM,0.4031435549259186
MPNet,dot,What are for loops in C,1,zdAggA1q0eo,0.7153339385986328
MPNet,dot,What are for loops in C,2,b4DPj0XAfSg,0.6383167505264282
MPNet,dot,What are for loops in C,3,6Hk2aE_SRzY,0.5896083116531372
MPNet,dot,What are for loops in C,4,y4siEcxgOpM,0.5836487412452698
MPNet,dot,What are for loops in C,5,N1twTeNMdOE,0.5579951405525208
MPNet,dot,What are function prototypes in C,1,NEj2H7SoTzQ,0.6979713439941406
MPNet,dot,What are function prototypes in C,2,6Hk2aE_SRzY,0.4240882098674774
MPNet,dot,What are function prototypes in C,3,aIQk1O08zpg,0.41240718960762024
MPNet,dot,What are function prototypes in C,4,87SH2Cn0s9A,0.412176251411438
MPNet,dot,What are function prototypes in C,5,Z5smVeUVNFU,0.40693557262420654
MPNet,dot,What is a switch statement in C,1,NtlSzRWhaOc,0.7991468906402588
MPNet,dot,What is a switch statement in C,2,Bx9b12FCF5o,0.5974596738815308
MPNet,dot,What is a switch statement in C,3,N1twTeNMdOE,0.5876833200454712
MPNet,dot,What is a switch statement in C,4,aIQk1O08zpg,0.5858982801437378
MPNet,dot,What is a switch statement in C,5,6Hk2aE_SRzY,0.5252415537834167
MPNet,dot,What is Java multithreading,1,taI7G6U29L8,0.5925046801567078
MPNet,dot,What is Java multithreading,2,QEF62Fm81h4,0.44111868739128113
