Query,Rank,Video,Score
Explain clusters use,2,Et-dfMyW3qc,1.0152699947357178
Explain clusters use,3,cdm_9YLCNlU,1.0662429332733154
Explain clusters use,4,6k6-OeWZTYY,1.0700739622116089
Explain clusters use,5,7G4g6B78zxM,1.0880855321884155
Explain understanding jwts,1,0rcMDFU5P8w,0.6100367307662964
Explain understanding jwts,2,iB__rLXGsas,0.7445076107978821
Explain understanding jwts,3,xJA8tP74KD0,0.8437122106552124
Explain understanding jwts,4,fBSodN6BL3I,0.911401629447937
Explain understanding jwts,5,3hrwFVLm7kc,1.0222362279891968
What is serverless compute?,1,gbf-DIpFFoI,0.7281357049942017
What is serverless compute?,2,C-CcuV1oMQI,0.9159342050552368
What is serverless compute?,3,6HjrkSoeN2I,0.9816727042198181
What is serverless compute?,4,jX33SSUwzAU,1.0079387426376343
What is serverless compute?,5,Kf9qqv1kC0s,1.0093741416931152
What is new microservice?,1,_iqNjvaUVsM,0.8492448329925537
What is new microservice?,2,EZctFC4daPw,0.9141431450843811
What is new microservice?,3,z9wuLNJdiqQ,0.9280015826225281
What is new microservice?,4,ecuEkmFs5Vk,0.9353947639465332
What is new microservice?,5,o8J0Xfjwwe0,0.9377169013023376
How does dom document work?,1,7NyEmb13Ej0,0.6033762693405151
How does dom document work?,2,MPFeE4_veXE,0.6671825647354126
How does dom document work?,3,FruCVzHTzXE,1.1067131757736206
How does dom document work?,4,m-0p2BFAZvI,1.1078225374221802
How does dom document work?,5,6bGvO18yAH0,1.1218527555465698
How does tls transport work?,1,pOcHamIz7Ko,0.8354207277297974
How does tls transport work?,2,wpzeqAm9Fyo,0.8955022692680359
How does tls transport work?,3,uWmZZyaHFEY,0.9333938956260681
How does tls transport work?,4,3VbtQDFm8bM,0.9381052851676941
How does tls transport work?,5,9AhzLGmp9V4,0.9554328322410583
Explain understanding gpus,1,iQ9arr3TTMA,0.8074942827224731
Explain understanding gpus,2,HJncmDD47kQ,0.8624467253684998
Explain understanding gpus,3,vWKmH0BvqQo,0.9040443301200867
Explain understanding gpus,4,JmVOEkskft4,1.0556285381317139
Explain understanding gpus,5,3Lzubtz9SUY,1.1671867370605469
How does physical topology work?,1,QxfYZpE9ch8,0.6944364309310913
How does physical topology work?,2,4znRDbg0SYA,0.8902826309204102
How does physical topology work?,3,yBY5GJtmhg0,1.0583405494689941
How does physical topology work?,4,j-VASLQbDik,1.1402531862258911
How does physical topology work?,5,jQ6_XhsMwws,1.1754446029663086
Explain browser dns,1,Lsd80uR9Shs,0.7656259536743164
Explain browser dns,2,6bGvO18yAH0,0.7889747023582458
Explain browser dns,3,LN-FyvIgwKs,0.9365552663803101
Explain browser dns,4,PwNJXUdMkVY,0.9636658430099487
Explain browser dns,5,bJ9NnLLMQ78,0.9939531683921814
Explain probabilities,1,znuZRn94SQk,0.8477775454521179
Explain probabilities,2,Rhy6IDW4j3k,0.9819010496139526
Explain probabilities,3,LM3rwbVPyNc,1.1779978275299072
Explain probabilities,4,67Ekk-rM5dE,1.2035651206970215
Explain probabilities,5,7_JNpi-phTg,1.2063896656036377
What is workflows ai?,1,Jj1-zb38Yfw,0.8656944036483765
What is workflows ai?,2,SYHqSAWQ4NY,0.8873429894447327
What is workflows ai?,3,9UNPwGRNo_k,0.9301720261573792
What is workflows ai?,4,gen6KebHaNA,0.9986999034881592
What is workflows ai?,5,PS9kw4W52Gs,1.0084941387176514
Explain payments world,1,hWQCiO04CXk,0.901175320148468
Explain payments world,2,Vn8xa6mUocA,0.9158434867858887
Explain payments world,3,L2cYptW2ouw,0.9636319875717163
Explain payments world,4,OYn5Be1skCs,0.9651134014129639
Explain payments world,5,M87WMpG4G78,0.9913861751556396
What is kubernetes api?,1,2b2jcfLMkfc,0.732450544834137
What is kubernetes api?,2,Dwufy7QtZR0,0.8050643801689148
What is kubernetes api?,3,0YCpmGZtTPs,0.8573258519172668
What is kubernetes api?,4,Et-dfMyW3qc,0.8683890104293823
What is kubernetes api?,5,UnOpAr5jJbI,0.9259921312332153
How does secure headers work?,1,fFHl7psnvz0,0.8555794358253479
How does secure headers work?,2,4bQeGUzHpOE,0.8888506293296814
How does secure headers work?,3,BQwKZ6zfyk0,1.0480594635009766
How does secure headers work?,4,E6jgEtj-UjI,1.0678939819335938
How does secure headers work?,5,pOcHamIz7Ko,1.0706769227981567
Explain tls certificate,1,pOcHamIz7Ko,0.8051117062568665
Explain tls certificate,2,wpzeqAm9Fyo,0.9060951471328735
Explain tls certificate,3,3VbtQDFm8bM,0.9118211269378662
Explain tls certificate,4,uWmZZyaHFEY,0.9433157444000244
Explain tls certificate,5,s_r8GlYpcT4,0.9506864547729492
Explain database app,1,Q9xD4J3tezw,0.9863858819007874
Explain database app,2,cY4pVLpjL3g,1.001611590385437
Explain database app,3,fGmIjstlFMU,1.0097912549972534
Explain database app,4,vhQ_K9Hua-Q,1.026983618736267
Explain database app,5,wZgNO_ZIf40,1.0280107259750366
Explain reverse proxy,1,1B1Hr-lM7jg,0.6836514472961426
Explain reverse proxy,2,scDqfwhXtx8,0.775545597076416
Explain reverse proxy,3,2C-kLSYBfS4,0.820571780204773
Explain reverse proxy,4,B5Il4OCjnn4,1.016036868095398
Explain reverse proxy,5,6bGvO18yAH0,1.0488651990890503
What is https api?,1,BQwKZ6zfyk0,0.961693286895752
What is https api?,2,YO9LnWD0Rck,0.9632325768470764
What is https api?,3,IiQS7zeUTU8,0.9714955687522888
What is https api?,4,fFHl7psnvz0,0.9826593995094299
What is https api?,5,s_r8GlYpcT4,0.9869286417961121
How does spring boot work?,1,xYv3tBvJavM,0.7057107090950012
How does spring boot work?,2,zGSX5AqfKvU,0.8891036510467529
How does spring boot work?,3,me_FwTx3ZEw,0.9796250462532043
How does spring boot work?,4,GrYEX3NqPts,0.9860881567001343
How does spring boot work?,5,erD57pJxOw8,0.9915448427200317
How does traditional database work?,1,Q9xD4J3tezw,0.8902751207351685
How does traditional database work?,2,TPYBYSyDRH4,0.9546127319335938
How does traditional database work?,3,wZgNO_ZIf40,0.956132173538208
How does traditional database work?,4,NvWMwRLwYZQ,0.9656742215156555
How does traditional database work?,5,cY4pVLpjL3g,0.9895126819610596
Explain mobile apps,1,oyYnRVQvxv4,0.9904226660728455
Explain mobile apps,2,DzHUtYQyHFs,1.0016541481018066
Explain mobile apps,3,HV5u-HjEFvY,1.0139012336730957
Explain mobile apps,4,t-tTh94NI78,1.032783031463623
Explain mobile apps,5,fGmIjstlFMU,1.062258005142212
What is mcp clients?,1,8PnVhLQTDoQ,0.8978915214538574
What is mcp clients?,2,if6OL6trunU,0.9334554076194763
What is mcp clients?,3,YypKPJ6pYMY,0.9917917251586914
What is mcp clients?,4,PS9kw4W52Gs,1.0081982612609863
What is mcp clients?,5,MI796yMnOF0,1.0814213752746582
How does recommendation service work?,1,_JAN0cHiNHw,0.8428241014480591
How does recommendation service work?,2,9yAFa60v7tE,0.9945420026779175
How does recommendation service work?,3,B5Il4OCjnn4,1.0519970655441284
How does recommendation service work?,4,JMXh_6N9PAk,1.062464714050293
How does recommendation service work?,5,i_-q6dT7l1U,1.0638245344161987
What is ai agent?,1,Jj1-zb38Yfw,0.7383716106414795
What is ai agent?,2,MWv33xofJ40,0.7855618596076965
What is ai agent?,3,9UNPwGRNo_k,0.8341051340103149
What is ai agent?,4,SYHqSAWQ4NY,0.8598839640617371
What is ai agent?,5,voSYs_XDsog,0.971322774887085
What is quantum computer?,1,LM3rwbVPyNc,0.8224442005157471
What is quantum computer?,2,8afhcpiMh24,1.1055828332901
What is quantum computer?,3,JmVOEkskft4,1.13864266872406
What is quantum computer?,4,-QHsVHziSZQ,1.155296802520752
What is quantum computer?,5,iwRaNYa8yTw,1.1852108240127563
What is diagram visually?,1,gRuI6HzyuPY,22.227048226632064
What is diagram visually?,2,80_RUmj-4B0,23.15772985351026
What is diagram visually?,3,4znRDbg0SYA,23.786125731933254
What is diagram visually?,4,la0wPRCAiy0,24.115702382207132
What is diagram visually?,5,cY4pVLpjL3g,24.174480912334815
Explain performance dns,1,Lsd80uR9Shs,18.08042471458731
Explain performance dns,2,LN-FyvIgwKs,18.182842222969143
Explain performance dns,3,bJ9NnLLMQ78,20.47854211337811
Explain performance dns,4,6bGvO18yAH0,20.650854380894017
Explain performance dns,5,xv0Be4QfkH0,20.939987692903458
Explain benchmarks dragonfly,1,j1PkkSddZcE,20.931234003825125
Explain benchmarks dragonfly,2,-QHsVHziSZQ,24.094653550429598
Explain benchmarks dragonfly,3,KRwpzG7l4a0,25.388391057462627
Explain benchmarks dragonfly,4,WrUi-JjJHD8,25.430308851167297
Explain benchmarks dragonfly,5,h125O5yvdg0,25.439345803916382
How does processing stream work?,1,mG3xQb_-rV4,18.043895882200857
How does processing stream work?,2,_acvJC3Smx4,21.326814411226664
How does processing stream work?,3,3Lzubtz9SUY,22.283221926583835
How does processing stream work?,4,os7KcmJvtN4,22.329231768292075
How does processing stream work?,5,I6dpN0geIb4,22.69191074458159
How does sql injection work?,1,cG4FPks53AU,16.252175498060595
How does sql injection work?,2,WUBWIVCJLHI,17.185162436266623
How does sql injection work?,3,ftMW4TtzDEk,18.21388941042973
How does sql injection work?,4,mTJpFiPQZho,18.920177197841824
How does sql injection work?,5,tb-hlGa71sk,21.61637359301004
What is architecture sidecar?,1,sh2nwXJLDkE,21.529043152996266
What is architecture sidecar?,2,FMxUYhYDiys,22.441887511226
What is architecture sidecar?,3,uvlXQ4w-l94,22.76911086618007
What is architecture sidecar?,4,z9wuLNJdiqQ,22.877382769710252
What is architecture sidecar?,5,ZYuu8sWUQww,23.952897735549513
What is apis harder?,1,qnXTTmPPiz0,20.987258940061267
What is apis harder?,2,oyYnRVQvxv4,21.24110426942103
What is apis harder?,3,HV5u-HjEFvY,22.58968957417345
What is apis harder?,4,KF-3jtGH6Yk,23.161358906854744
What is apis harder?,5,RSoy6zNamdM,23.251459258470803
How does advantages fusionaut work?,1,t3HvCLYnrRY,21.960124389765795
How does advantages fusionaut work?,2,Gp5Et_nc_Kw,24.48713693633151
How does advantages fusionaut work?,3,7G4g6B78zxM,24.714041272882284
How does advantages fusionaut work?,4,esw0GzYWUyw,24.738221449890474
How does advantages fusionaut work?,5,KmOOoE3XO_o,24.83775012364451
Explain legacy microservices,1,kphfRALgT7k,18.09440695089387
Explain legacy microservices,2,o8J0Xfjwwe0,18.710891779895945
Explain legacy microservices,3,_iqNjvaUVsM,18.738689123454236
Explain legacy microservices,4,E7kXoO9Z0NA,19.198717209531964
Explain legacy microservices,5,DpuQ3-7e-rY,19.38383698991254
What is structured apps?,1,fGmIjstlFMU,22.353009569523152
What is structured apps?,2,7G4g6B78zxM,22.52795646777375
What is structured apps?,3,IAbZJt7nY6E,22.657278406119303
What is structured apps?,4,oyYnRVQvxv4,22.7278561791301
What is structured apps?,5,04xGE47faUY,22.929619518182022
Explain monolithic architectures,1,E7kXoO9Z0NA,19.062193742903958
Explain monolithic architectures,2,uvlXQ4w-l94,19.765428250371116
Explain monolithic architectures,3,fGmIjstlFMU,21.424300608637026
Explain monolithic architectures,4,hTpEDdJDoI0,21.831619518838465
Explain monolithic architectures,5,126ALse1rWA,22.140401333054513
How does binary search work?,1,HWRcoT4Lr5E,14.351088266172624
How does binary search work?,2,1y50YhnkEcQ,20.089323878343308
How does binary search work?,3,cSqbQnQ5imU,21.98216646791225
How does binary search work?,4,GT0En1dGntY,22.251147287296774
How does binary search work?,5,kqbPw03jw90,24.18148871080014
Explain apis mcp,1,PS9kw4W52Gs,17.74731046073785
Explain apis mcp,2,YypKPJ6pYMY,19.45310827182837
Explain apis mcp,3,if6OL6trunU,19.563389147909675
Explain apis mcp,4,MI796yMnOF0,20.129757352669344
Explain apis mcp,5,HV5u-HjEFvY,20.495870463896637
How does file jar work?,1,0-BBs7q0HzI,21.57178548630344
How does file jar work?,2,-QHsVHziSZQ,24.546884740236663
How does file jar work?,3,KOwxqhFUgts,24.79550016552733
How does file jar work?,4,NP7RmrHn1Q0,25.452023671746616
How does file jar work?,5,olcwFuJf8AA,25.579736753366504
How does authentication api work?,1,xJA8tP74KD0,16.112189869169256
How does authentication api work?,2,0rcMDFU5P8w,19.031809535207117
How does authentication api work?,3,K6bkjs1q4cM,19.05754181109866
How does authentication api work?,4,esw0GzYWUyw,19.616001723418762
How does authentication api work?,5,vAT8YJTxhuU,19.919455290396527
Explain sql injection,1,cG4FPks53AU,15.970937531922118
Explain sql injection,2,WUBWIVCJLHI,16.97860027224229
Explain sql injection,3,ftMW4TtzDEk,18.292631237109447
Explain sql injection,4,mTJpFiPQZho,18.58870056411078
Explain sql injection,5,tb-hlGa71sk,21.21742577592093
Explain machine docker,1,KOwxqhFUgts,12.879840340274527
Explain machine docker,2,Et-dfMyW3qc,18.55366089744156
Explain machine docker,3,Dwufy7QtZR0,18.58728530913349
Explain machine docker,4,2b2jcfLMkfc,21.489123750435283
Explain machine docker,5,fGjCWRSEXSQ,23.284569652347315
Explain amazon developer,1,zEiStSS6_ow,22.22258948082181
Explain amazon developer,2,XVfQD3lkn3g,22.898889964477988
Explain amazon developer,3,gbf-DIpFFoI,23.352963847387812
Explain amazon developer,4,V-pwzjL6NLw,23.570422645195166
Explain amazon developer,5,Q8qW8Dygmbs,23.638157555397683
Explain jar file,1,0-BBs7q0HzI,22.114367621445112
Explain jar file,2,-QHsVHziSZQ,24.84185467538488
Explain jar file,3,zGSX5AqfKvU,24.84198537113072
Explain jar file,4,xYv3tBvJavM,24.890318663820025
Explain jar file,5,7qUVUFE4_Sc,25.16311057947844
Explain text learn,1,jRfIqQu_mcY,22.40995955223967
Explain text learn,2,DZLAJ67OP9s,23.039829519498326
Explain text learn,3,UzZRN--atqY,23.05180823299962
Explain text learn,4,OtccjevZ5uc,23.409421207126186
Explain text learn,5,A7lWqZ9_XpI,24.322022853579696
How does content management work?,1,UpZWf1tH6K0,22.69421086780622
How does content management work?,2,bJ9NnLLMQ78,22.938081705857513
How does content management work?,3,7NyEmb13Ej0,23.20370044685812
How does content management work?,4,MPFeE4_veXE,23.367406099468226
How does content management work?,5,hTpEDdJDoI0,23.454843664554645
What is elastic search?,1,kqbPw03jw90,12.278440197591081
What is elastic search?,2,6k6-OeWZTYY,14.20270729533921
What is elastic search?,3,cdm_9YLCNlU,19.009699254104802
What is elastic search?,4,Q8qW8Dygmbs,22.77630194695105
What is elastic search?,5,KmOOoE3XO_o,22.912229977478248
How does agents write work?,1,Jj1-zb38Yfw,19.13481432269461
How does agents write work?,2,9UNPwGRNo_k,20.207220310549417
How does agents write work?,3,SYHqSAWQ4NY,21.54986794216265
How does agents write work?,4,MWv33xofJ40,21.997494241708466
How does agents write work?,5,jRfIqQu_mcY,22.155104550521855
Explain urea clients,1,JMXh_6N9PAk,19.71350897271084
Explain urea clients,2,9yAFa60v7tE,22.997551977829403
Explain urea clients,3,w8ZdjK3nbO8,23.937920801260944
Explain urea clients,4,XH5QBurZ9OU,24.06796718861726
Explain urea clients,5,HV5u-HjEFvY,24.51850433604453
How does data elastic work?,1,kqbPw03jw90,18.267924279378875
How does data elastic work?,2,6k6-OeWZTYY,18.51859020238173
How does data elastic work?,3,cdm_9YLCNlU,20.63428904003551
How does data elastic work?,4,KmOOoE3XO_o,20.968166916602158
How does data elastic work?,5,7G4g6B78zxM,21.486513501149815
How does http headers work?,1,fFHl7psnvz0,14.42047927025348
How does http headers work?,2,G0_e02DdH7I,20.37125116542819
How does http headers work?,3,4bQeGUzHpOE,20.996258763253707
How does http headers work?,4,E6jgEtj-UjI,22.704096908999787
How does http headers work?,5,KF-3jtGH6Yk,22.93021174152119
Explain heartbeats design,1,2LCyDvx7iIE,19.22395803735533
Explain heartbeats design,2,me_FwTx3ZEw,21.952141780268462
Explain heartbeats design,3,iwRaNYa8yTw,24.272233051174524
Explain heartbeats design,4,4SWwWIpi3E4,25.168294991146766
Explain heartbeats design,5,os7KcmJvtN4,25.573477760255955
Explain load balancer,1,dUO4ayAAnqQ,15.138168426001371
Explain load balancer,2,uG7_0Zi5oVk,15.999863053547543
Explain load balancer,3,06VI0JVZC04,16.06500478028032
Explain load balancer,4,z29JlsK6nKc,16.295854746737604
Explain load balancer,5,EBTmNyqyacU,17.010816988217172
What is design patterns?,1,7qUVUFE4_Sc,19.87252312782239
What is design patterns?,2,NP7RmrHn1Q0,19.96541047463832
What is design patterns?,3,USLwIwyWVIM,21.327557443072052
What is design patterns?,4,126ALse1rWA,21.563506781965017
What is design patterns?,5,04xGE47faUY,23.22772758218987
What is data centers?,1,6HjrkSoeN2I,17.256848862788857
What is data centers?,2,pjWhtRtaJiA,21.46819248328991
What is data centers?,3,ZYuu8sWUQww,22.685694482491456
What is data centers?,4,ywNjcATFmYU,23.099480075642347
What is data centers?,5,j1PkkSddZcE,23.570355863669377
What is stateless card?,1,Kf9qqv1kC0s,20.18274459791833
What is stateless card?,2,QDiPjMWeVC0,21.003577630795164
What is stateless card?,3,fLwlslWLBsk,21.983271446274628
What is stateless card?,4,jX33SSUwzAU,22.441242149073915
What is stateless card?,5,gh0mpS5PG1A,24.125721701533706
What is streaming service?,1,Ko1_bJ44958,22.146931027033204
What is streaming service?,2,Ewf1A8UwXW0,22.210084297415833
What is streaming service?,3,W8YLcfXNnZo,22.399940977531955
What is streaming service?,4,2G02p2izBEY,22.510481345218707
What is streaming service?,5,JMXh_6N9PAk,22.579354090553338
What is microservices architecture?,1,E7kXoO9Z0NA,15.838537612219824
What is microservices architecture?,2,o8J0Xfjwwe0,17.452169127196242
What is microservices architecture?,3,_iqNjvaUVsM,17.767957707837212
What is microservices architecture?,4,z9wuLNJdiqQ,18.595369089695453
What is microservices architecture?,5,DKQLhy9bgdk,18.85136497355937
What is data business?,1,IAbZJt7nY6E,20.877568923324603
What is data business?,2,7G4g6B78zxM,21.395151075262945
What is data business?,3,mG3xQb_-rV4,23.484437858355463
What is data business?,4,6HjrkSoeN2I,23.66338140949101
What is data business?,5,cY4pVLpjL3g,23.884092036153405
What is testing agent?,1,Jj1-zb38Yfw,23.578872281642077
What is testing agent?,2,WrUi-JjJHD8,23.813069067662838
What is testing agent?,3,p5hA8rpCRXw,23.839125881757212
What is testing agent?,4,9UNPwGRNo_k,24.6688971461314
What is testing agent?,5,MWv33xofJ40,24.903422229147765
How does design patterns work?,1,NP7RmrHn1Q0,19.10361630799831
How does design patterns work?,2,7qUVUFE4_Sc,19.462912487402704
How does design patterns work?,3,USLwIwyWVIM,20.15486980233625
How does design patterns work?,4,126ALse1rWA,20.44825445238071
How does design patterns work?,5,sVi4aDNIPWo,23.119071713038963
What is etl tools?,1,KmOOoE3XO_o,20.975287317740523
What is etl tools?,2,kqbPw03jw90,25.061731493644075
What is etl tools?,3,TRb9L-5bWgM,25.909503320903767
What is etl tools?,4,GQ6piqfwr5c,26.033730312700115
What is etl tools?,5,6k6-OeWZTYY,26.128488423939856
What is netflixx architecture?,1,Ix4CLPCziQk,17.49150494639757
What is netflixx architecture?,2,wIDh8MlkSoA,18.013853271767616
What is netflixx architecture?,3,W8YLcfXNnZo,18.424299345853953
What is netflixx architecture?,4,2G02p2izBEY,18.78504679732795
What is netflixx architecture?,5,Gp5Et_nc_Kw,18.916444496291618
What is deployment strategy?,1,RThb3koc5DM,17.11511660470775
What is deployment strategy?,2,mWCId6kSpj0,18.817595989928734
What is deployment strategy?,3,unhCmG4NrUA,20.3910399438016
What is deployment strategy?,4,H48JzcLQs1c,21.81439619592915
What is deployment strategy?,5,AZoIWCZo3_c,22.066268532061542
What is cqrs command?,1,q07BGZBDo7g,19.212913090671393
What is cqrs command?,2,SvjdJoNPcHs,19.40514472270864
What is cqrs command?,3,13vkP6cVa4U,20.370729157596813
What is cqrs command?,4,s7uk69rMHFQ,21.751118467145815
What is cqrs command?,5,ID-_ic1fLkY,24.049774444314423
What is domain youtube?,1,6bGvO18yAH0,18.27576294428748
What is domain youtube?,2,UpZWf1tH6K0,21.511047037766517
What is domain youtube?,3,Lsd80uR9Shs,21.592045787391925
What is domain youtube?,4,wwKCURWnjto,22.787038128491247
What is domain youtube?,5,bJ9NnLLMQ78,23.02336772108687
What is mcp ai?,1,if6OL6trunU,15.079241988204842
What is mcp ai?,2,YypKPJ6pYMY,15.598182887719844
What is mcp ai?,3,PS9kw4W52Gs,17.15646903392164
What is mcp ai?,4,MI796yMnOF0,18.533684939208968
What is mcp ai?,5,9UNPwGRNo_k,19.4137325316714
How does git commit work?,1,HMoZ5cYzU4I,17.30926481769997
How does git commit work?,2,E-CH3-VyVck,19.261283782394187
How does git commit work?,3,k7ZGcJdi_kI,20.03809406166401
How does git commit work?,4,cjSjlHUmaBU,21.247958249246253
How does git commit work?,5,RlEDNgdNNs8,21.69768752879135
How does open ai work?,1,Jj1-zb38Yfw,17.690134404437458
How does open ai work?,2,SYHqSAWQ4NY,19.486971323475586
How does open ai work?,3,gen6KebHaNA,19.719905456632148
How does open ai work?,4,2bQc4VCXzcs,19.84486651160148
How does open ai work?,5,9UNPwGRNo_k,20.092749387759085
How does retrieval llm work?,1,DZLAJ67OP9s,22.26294813554962
How does retrieval llm work?,2,8RWfE9eDWXI,23.296702738403113
How does retrieval llm work?,3,OtccjevZ5uc,23.634214916505712
How does retrieval llm work?,4,04K490hWRoQ,23.672461890973366
How does retrieval llm work?,5,A7lWqZ9_XpI,23.922926528148466
What is password hashing?,1,TuNvdQUVkto,19.987506509237917
What is password hashing?,2,6Dq4Z8Nk1z8,23.389234434737048
What is password hashing?,3,KuH55P6UgVc,24.00081974040988
What is password hashing?,4,cG4FPks53AU,24.379327592751892
What is password hashing?,5,esw0GzYWUyw,24.44498854812194
How does encoder work?,1,exP5T6IgQHs,19.74870131747859
How does encoder work?,2,VUxXH4uo4AY,24.412019841065998
How does encoder work?,3,RUuhax5r1RA,24.470314654242358
How does encoder work?,4,oKzXV0-0qHQ,24.6261772876927
How does encoder work?,5,iQ9arr3TTMA,24.659357630680788
How does database service work?,1,q81-wDiJRN0,19.028069450235932
How does database service work?,2,DKQLhy9bgdk,19.182693946872774
How does database service work?,3,9yAFa60v7tE,21.313078119265754
How does database service work?,4,YrCjrJLON6g,21.626580279022377
How does database service work?,5,WS_u-_gnoVI,22.045596141456045
Explain retry mechanism,1,_6yM3B4F4xE,18.121955859688995
Explain retry mechanism,2,S3nq_Iq4eMI,21.745109528734957
Explain retry mechanism,3,2LCyDvx7iIE,23.04810267377468
Explain retry mechanism,4,4SWwWIpi3E4,23.73497157908298
Explain retry mechanism,5,OmASCUJEVy8,24.098214507982505
Explain sql joints,1,cY4pVLpjL3g,13.862023018889133
Explain sql joints,2,7_JNpi-phTg,18.579911514684582
Explain sql joints,3,wZgNO_ZIf40,18.786053347966558
Explain sql joints,4,gRuI6HzyuPY,19.955944881015924
Explain sql joints,5,NvWMwRLwYZQ,20.786617357060507
How does services architectural work?,1,WS_u-_gnoVI,17.013672872371913
How does services architectural work?,2,o8J0Xfjwwe0,18.135188332700764
How does services architectural work?,3,E7kXoO9Z0NA,18.14648991972514
How does services architectural work?,4,kphfRALgT7k,18.16530771369149
How does services architectural work?,5,LsHa1o9JN-k,18.847249357145827
How does feature flags work?,1,vLcrN75Kj8A,15.807890946156903
How does feature flags work?,2,unhCmG4NrUA,22.845718883769592
How does feature flags work?,3,QPVH19td8ME,23.356098574960242
How does feature flags work?,4,NlnIJKdetvE,24.527411662229667
How does feature flags work?,5,GQXn_1HONBY,24.983939827332648
How does load balancer work?,1,dUO4ayAAnqQ,14.996285587562298
How does load balancer work?,2,06VI0JVZC04,16.86437246037859
How does load balancer work?,3,z29JlsK6nKc,17.17205200268026
How does load balancer work?,4,uG7_0Zi5oVk,17.211390891963234
How does load balancer work?,5,EBTmNyqyacU,17.691786359400496
What is domain driven?,1,sVi4aDNIPWo,18.28435799884727
What is domain driven?,2,OJNh4byblYI,20.108227103501008
What is domain driven?,3,eDpXY6KJiY8,20.589227661538928
What is domain driven?,4,8SPVfacnFvM,20.926618943534038
What is domain driven?,5,Lsd80uR9Shs,22.131984553937457
What is monolithic microservices?,1,E7kXoO9Z0NA,16.253308681080654
What is monolithic microservices?,2,9-n5oJG4XMY,18.00346309531571
What is monolithic microservices?,3,6DQzFUDkQB8,18.104807588517446
What is monolithic microservices?,4,_iqNjvaUVsM,18.375767784308465
What is monolithic microservices?,5,kphfRALgT7k,18.4995318893815
Explain clusters use,1,pjWhtRtaJiA,16.136432322155713
Explain clusters use,2,Et-dfMyW3qc,21.840840408275795
Explain clusters use,3,6k6-OeWZTYY,22.710703153211114
Explain clusters use,4,7G4g6B78zxM,22.80580802171926
Explain clusters use,5,cdm_9YLCNlU,22.961118727032215
Explain understanding jwts,1,0rcMDFU5P8w,13.592687315193103
Explain understanding jwts,2,iB__rLXGsas,16.339216009377694
Explain understanding jwts,3,xJA8tP74KD0,18.219374206296877
Explain understanding jwts,4,fBSodN6BL3I,19.876283006364886
Explain understanding jwts,5,3hrwFVLm7kc,21.97612628458991
What is serverless compute?,1,gbf-DIpFFoI,15.996764932661762
What is serverless compute?,2,C-CcuV1oMQI,20.235063483413626
What is serverless compute?,3,6HjrkSoeN2I,21.106596376906367
What is serverless compute?,4,Kf9qqv1kC0s,21.797536129446513
What is serverless compute?,5,jX33SSUwzAU,21.9058474844488
What is new microservice?,1,_iqNjvaUVsM,18.401053315672
What is new microservice?,2,EZctFC4daPw,19.812392574188763
What is new microservice?,3,z9wuLNJdiqQ,20.070513864939883
What is new microservice?,4,o8J0Xfjwwe0,20.17911753363647
What is new microservice?,5,ecuEkmFs5Vk,20.25887931026186
How does dom document work?,1,7NyEmb13Ej0,13.286910331625819
How does dom document work?,2,MPFeE4_veXE,14.715677840197827
How does dom document work?,3,FruCVzHTzXE,23.8960574621604
How does dom document work?,4,m-0p2BFAZvI,24.158620520537966
How does dom document work?,5,6bGvO18yAH0,24.324729202926804
How does tls transport work?,1,pOcHamIz7Ko,18.381874987175564
How does tls transport work?,2,wpzeqAm9Fyo,19.525056870871197
How does tls transport work?,3,uWmZZyaHFEY,20.229449606974867
How does tls transport work?,4,9AhzLGmp9V4,20.68956615905941
How does tls transport work?,5,3VbtQDFm8bM,20.84857389305607
Explain understanding gpus,1,iQ9arr3TTMA,17.766933528499507
Explain understanding gpus,2,HJncmDD47kQ,19.237099701313824
Explain understanding gpus,3,vWKmH0BvqQo,20.2152741244616
Explain understanding gpus,4,JmVOEkskft4,23.046207432393643
Explain understanding gpus,5,TPYBYSyDRH4,25.400403280166827
How does physical topology work?,1,QxfYZpE9ch8,15.319602955532531
How does physical topology work?,2,4znRDbg0SYA,19.319512592802056
How does physical topology work?,3,yBY5GJtmhg0,23.010850116940816
How does physical topology work?,4,j-VASLQbDik,24.668821225636606
How does physical topology work?,5,pjWhtRtaJiA,25.427581097105246
Explain browser dns,1,Lsd80uR9Shs,16.94286729953714
Explain browser dns,2,6bGvO18yAH0,17.164764187029007
Explain browser dns,3,LN-FyvIgwKs,20.689436584013052
Explain browser dns,4,PwNJXUdMkVY,21.13614776069784
Explain browser dns,5,bJ9NnLLMQ78,21.970658688850804
Explain probabilities,1,znuZRn94SQk,18.7397800892126
Explain probabilities,2,Rhy6IDW4j3k,22.129544582865122
Explain probabilities,3,67Ekk-rM5dE,25.406327298870153
Explain probabilities,4,hz1qw-WbXk8,26.090739439776954
Explain probabilities,5,ftMW4TtzDEk,26.33449653569805
What is workflows ai?,1,Jj1-zb38Yfw,18.79216759332948
What is workflows ai?,2,SYHqSAWQ4NY,19.06146550727928
What is workflows ai?,3,9UNPwGRNo_k,19.924744462547153
What is workflows ai?,4,PS9kw4W52Gs,21.364963007379515
What is workflows ai?,5,gen6KebHaNA,21.564340282952145
Explain payments world,1,Vn8xa6mUocA,19.827934532541704
Explain payments world,2,hWQCiO04CXk,19.942704773161907
